SubjectInfo.subjID,SubjectInfo.testAge,Trials.trialID,Trials.ordinal,Trials.trialType,Trials.targetImage,Trials.distractorImage,Trials.imagePair,Trials.targetAudio,length_critical_window,useable_frames_critical_window,percent_usable_critical_window,usable_critical_window,mean_target_looking_critical_window,length_critical_window_short,useable_frames_critical_window_short,percent_usable_critical_window_short,usable_critical_window_short,mean_target_looking_critical_window_short,length_baseline_window,useable_frames_baseline_window,percent_usable_baseline_window,usable_baseline_window,mean_target_looking_baseline_window,percent_right_looking_baseline_window,percent_left_looking_baseline_window,side_bias_right,side_bias_left,usable_window,usable_window_short,corrected_target_looking,corrected_target_looking_short,age_exclusion,technical_issue_exclusion_reason,exclude_technical_issue,video_capture_time,framerate,trial_exclusion,trial_exclusion_reason,exclude_participant,preterm_infant_exclusion,non_english_exposure_exclusion,dev_concern_exclusion,side_bias_exclusion,exclude_participant_insufficient_data,section
VVI133,480,hard-bulldozer-tractor-distractor,2,hard-distractor,tractor,bulldozer,bulldozer-tractor,look_at,96,96,1,1,0.6041666666666666,66,66,1,1,0.606060606060606,60,60,1,1,0.5833333333333334,0.5833333333333334,0.4166666666666667,0,0,1,1,0.02083333333333326,0.02272727272727259,0,NA,FALSE,7.433,30.007274006218875,0,NA,0,0,0,0,0,0,sample1
VVI031,570,easy-bulldozer-orange-distractor,2,easy-distractor,orange,bulldozer,bulldozer-orange,see,96,96,1,1,0.5104166666666666,66,66,1,1,0.515151515151515,60,60,1,1,0.46666666666666656,0.4666666666666667,0.5333333333333333,0,0,1,1,0.04375000000000007,0.04848484848484846,0,NA,FALSE,7.433,30.007274006218875,0,NA,0,0,0,0,0,0,sample1
VVI123,690,hard-snail-worm-distractor,2,hard-distractor,worm,snail,snail-worm,see,96,96,1,1,0.4375,66,66,1,1,0.1818181818181819,60,60,1,1,0.3666666666666665,0.6333333333333333,0.36666666666666664,0,0,1,1,0.07083333333333353,-0.18484848484848457,0,NA,FALSE,7.359,32.605555691903525,0,NA,0,0,0,0,0,0,sample1
VVI057,750,easy-turkey-swan,2,easy,turkey,swan,turkey-swan,look_at,96,96,1,1,0.4479166666666667,66,66,1,1,0.4545454545454544,59,59,1,1,0.542372881355932,0.4576271186440678,0.5423728813559322,0,0,1,1,-0.0944562146892653,-0.08782742681047756,0,NA,FALSE,7.273,29.91180277424578,0,NA,0,0,0,0,0,0,sample1
VVI045,420,hard-squirrel-monkey-distractor,2,hard-distractor,monkey,squirrel,squirrel-monkey,where,96,70,0.7291666666666666,1,0.08571428571428576,66,66,1,1,0.03030303030303032,60,16,0.26666666666666666,0,0,0.26666666666666666,0,0,0,0,0,0.08571428571428576,0.03030303030303032,0,NA,FALSE,7.24,29.978560339091647,1,insufficient looking,0,0,0,0,0,1,sample1
VVI027,720,hard-squirrel-monkey,2,hard,squirrel,monkey,squirrel-monkey,where,96,41,0.4270833333333333,0,1,66,25,0.3787878787878788,0,1,60,60,1,1,1,1,0,1,0,0,0,0,0,0,NA,FALSE,7.232,30.28556905226289,1,insufficient looking,0,0,0,0,0,1,sample1
VVI039,480,easy-potato-glasses,2,easy,potato,glasses,potato-glasses,find,96,96,1,1,0.5208333333333331,66,66,1,1,0.4696969696969701,60,60,1,1,0.6000000000000001,0.4,0.6,0,0,1,1,-0.07916666666666694,-0.13030303030302998,0,NA,FALSE,7.321,29.920477946263603,0,NA,0,0,0,0,0,0,sample1
VVI058,600,hard-snail-worm,2,hard,snail,worm,snail-worm,look_at,96,82,0.8541666666666666,1,0,66,57,0.8636363636363636,1,0,60,60,1,1,0,1,0,1,0,1,1,0,0,0,NA,FALSE,7.307,29.834807823422626,0,NA,0,0,0,0,0,0,sample1
VVI132,450,easy-potato-glasses-distractor,2,easy-distractor,glasses,potato,potato-glasses,see,96,96,1,1,0.3541666666666665,66,66,1,1,0.06060606060606065,60,60,1,1,0.7666666666666665,0.7666666666666667,0.23333333333333336,0,0,1,1,-0.4125,-0.7060606060606058,0,NA,FALSE,7.433,30.007274006218875,0,NA,0,0,0,0,0,1,sample1
VVI041,540,easy-bulldozer-orange,2,easy,bulldozer,orange,bulldozer-orange,where,95,95,1,1,0,65,65,1,1,0,59,59,1,1,0.9322033898305084,0.06779661016949153,0.9322033898305084,0,1,1,1,-0.9322033898305084,-0.9322033898305084,0,NA,FALSE,7.232,30.16075291327482,0,NA,0,0,0,0,0,0,sample1
VVI052,420,hard-turtle-frog,2,hard,turtle,frog,turtle-frog,see,96,0,0,0,NA,66,0,0,0,NA,60,19,0.31666666666666665,0,1,0,0.31666666666666665,0,0,0,0,NA,NA,0,NA,FALSE,7.374,29.97636734660956,1,insufficient looking,0,0,0,0,0,1,sample1
VVI030,690,hard-turtle-frog,2,hard,turtle,frog,turtle-frog,where,53,53,1,1,0.320754716981132,37,37,1,1,0.4594594594594594,33,33,1,1,0.3333333333333335,0.3333333333333333,0.6666666666666666,0,0,1,1,-0.01257861635220147,0.1261261261261259,0,NA,FALSE,7.11,17.087816110378746,0,NA,0,0,0,0,0,0,sample1
VVI046,480,hard-cheese-butter-distractor,2,hard-distractor,butter,cheese,cheese-butter,where,96,96,1,1,0.7083333333333334,66,66,1,1,0.5909090909090906,60,60,1,1,0.5,0.5,0.5,0,0,1,1,0.20833333333333337,0.0909090909090906,0,NA,FALSE,7.2,29.934087800024873,0,NA,0,0,0,0,0,0,sample1
VVI044,690,easy-cheese-mud-distractor,2,easy-distractor,mud,cheese,cheese-mud,look_at,81,81,1,1,0.345679012345679,59,59,1,1,0.10169491525423732,58,58,1,1,0.3965517241379313,0.39655172413793105,0.603448275862069,0,0,1,1,-0.05087271179225233,-0.29485680888369403,0,NA,FALSE,7.066,28.52952824748828,0,NA,0,0,0,0,0,0,sample1
VVI129,510,easy-squirrel-eagle,2,easy,squirrel,eagle,squirrel-eagle,look_at,96,47,0.4895833333333333,0,0.8510638297872342,65,29,0.4461538461538462,0,0.896551724137931,60,53,0.8833333333333333,1,0.8490566037735849,0.75,0.13333333333333333,0,0,0,0,0.00200722601364922,0.04749512036434611,0,NA,FALSE,7.231,30.39143478789681,1,insufficient looking,0,0,0,0,0,1,sample1
VVI047,570,hard-acorn-coconut,3,hard,acorn,coconut,acorn-coconut,where,96,57,0.59375,1,0.6666666666666667,66,57,0.8636363636363636,1,0.6666666666666667,60,60,1,1,0,1,0,1,0,1,1,0.6666666666666667,0.6666666666666667,0,NA,FALSE,7.466,30.008594346829643,0,NA,0,0,0,0,0,1,sample1
VVI131,600,easy-potato-glasses-distractor,2,easy-distractor,glasses,potato,potato-glasses,see,96,96,1,1,0.8229166666666669,65,65,1,1,0.7384615384615382,60,60,1,1,0.3999999999999999,0.4,0.6,0,0,1,1,0.42291666666666694,0.33846153846153826,0,NA,FALSE,7.23,30.29721671676825,0,NA,0,0,0,0,0,0,sample1
VVI032,570,hard-snail-worm,2,hard,snail,worm,snail-worm,see,96,96,1,1,0.5208333333333334,66,66,1,1,0.5,60,60,1,1,0.3833333333333334,0.6166666666666667,0.38333333333333336,0,0,1,1,0.13749999999999996,0.1166666666666666,0,NA,FALSE,7.433,30.007274006218875,0,NA,0,0,0,0,0,0,sample1
VVI008,450,easy-snail-cow-distractor,2,easy-distractor,cow,snail,snail-cow,look_at,95,62,0.6526315789473685,1,0.5483870967741934,65,62,0.953846153846154,1,0.5483870967741934,60,60,1,1,0.6999999999999998,0.7,0.3,0,0,1,1,-0.15161290322580645,-0.15161290322580645,0,NA,FALSE,7.299,31.18112304794959,0,NA,0,0,0,0,0,0,sample1
VVI049,450,easy-turtle-horse,2,easy,turtle,horse,turtle-horse,look_at,96,96,1,1,0.5729166666666665,66,66,1,1,0.7424242424242427,60,60,1,1,0.2833333333333334,0.7166666666666667,0.2833333333333333,0,0,1,1,0.28958333333333314,0.45909090909090927,0,NA,FALSE,7.333,29.936756769955803,0,NA,0,0,0,0,0,0,sample1
VVI128,570,easy-acorn-key,2,easy,acorn,key,acorn-key,look_at,96,83,0.8645833333333334,1,0,66,59,0.8939393939393939,1,0,60,60,1,1,0,1,0,1,0,1,1,0,0,0,NA,FALSE,7.6,30.005941770647652,0,NA,0,0,0,0,0,0,sample1
VVI127,750,hard-bulldozer-tractor-distractor,2,hard-distractor,tractor,bulldozer,bulldozer-tractor,see,96,96,1,1,0.46875,66,66,1,1,0.6212121212121213,60,54,0.9,1,0.7407407407407409,0.23333333333333336,0.6666666666666666,0,0,1,1,-0.2719907407407409,-0.1195286195286196,0,NA,FALSE,7.307,29.977453829186302,0,NA,0,0,0,0,0,0,sample1
VVI042,570,easy-cheese-mud,2,easy,cheese,mud,cheese-mud,look_at,96,96,1,1,0.6770833333333334,66,66,1,1,0.7575757575757575,60,29,0.48333333333333334,0,0.9310344827586208,0.03333333333333333,0.45,0,0,0,0,-0.2539511494252874,-0.17345872518286332,0,NA,FALSE,7.574,29.977149049447572,1,insufficient looking,0,0,0,0,0,0,sample1
VVI050,540,hard-bulldozer-tractor,2,hard,bulldozer,tractor,bulldozer-tractor,see,96,96,1,1,1,66,66,1,1,1,60,60,1,1,0.3833333333333335,0.6166666666666667,0.38333333333333336,0,0,1,1,0.6166666666666665,0.6166666666666665,0,NA,FALSE,7.2,30.005941770647652,0,NA,0,0,0,0,0,0,sample1
VVI068,570,hard-turkey-goat,2,hard,turkey,goat,turkey-goat,find,96,96,1,1,0.6979166666666667,66,66,1,1,0.6212121212121213,60,60,1,1,0.5833333333333331,0.4166666666666667,0.5833333333333334,0,0,1,1,0.1145833333333336,0.03787878787878818,0,NA,FALSE,8.045,31.85370130796901,0,NA,0,0,0,0,0,0,sample1
VVI029,540,hard-potato-pot,2,hard,potato,pot,potato-pot,find,96,96,1,1,0.6145833333333333,66,66,1,1,0.6666666666666669,60,26,0.43333333333333335,0,0.6923076923076922,0.3,0.13333333333333333,0,0,0,0,-0.07772435897435892,-0.02564102564102532,0,NA,FALSE,7.3,30.005941770647652,1,insufficient looking,0,0,0,0,0,0,sample1
VVI051,630,hard-acorn-coconut-distractor,2,hard-distractor,coconut,acorn,acorn-coconut,where,96,96,1,1,0.44791666666666646,66,66,1,1,0.6515151515151512,60,60,1,1,0.5666666666666669,0.43333333333333335,0.5666666666666667,0,0,1,1,-0.1187500000000004,0.08484848484848428,0,NA,FALSE,7.466,30.008594346829643,0,NA,0,0,0,0,0,0,sample1
VVI043,720,hard-turtle-frog-distractor,2,hard-distractor,frog,turtle,turtle-frog,find,95,95,1,1,0.7157894736842103,65,65,1,1,0.8307692307692307,60,60,1,1,0.5,0.5,0.5,0,0,1,1,0.2157894736842103,0.3307692307692307,0,NA,FALSE,7.2,29.934087800024873,0,NA,0,0,0,0,0,0,sample1
VVI010,660,hard-snail-worm,2,hard,snail,worm,snail-worm,find,68,65,0.9558823529411764,1,0.2923076923076924,44,42,0.9545454545454546,1,0.4523809523809523,41,30,0.7317073170731707,1,0.4,0.4390243902439024,0.2926829268292683,0,0,1,1,-0.10769230769230764,0.05238095238095225,0,NA,FALSE,6.926,25.276328506642493,0,NA,0,0,0,0,0,0,sample1
VVI134,480,hard-acorn-coconut,2,hard,acorn,coconut,acorn-coconut,look_at,96,96,1,1,0.16666666666666682,66,66,1,1,0,60,60,1,1,0.46666666666666656,0.4666666666666667,0.5333333333333333,0,0,1,1,-0.2999999999999997,-0.46666666666666656,0,NA,FALSE,7.328,30.348282844856485,0,NA,0,0,0,0,0,0,sample1
VVI038,720,hard-turkey-goat-distractor,2,hard-distractor,goat,turkey,turkey-goat,find,23,0,0,0,NA,15,0,0,0,NA,17,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,framerate issue,TRUE,6.661,13.523740810222469,1,insufficient looking - framerate issue,0,0,0,0,0,0,sample1
VVI063,720,hard-turkey-goat,2,hard,turkey,goat,turkey-goat,see,96,49,0.5104166666666666,1,0.6530612244897958,66,49,0.7424242424242424,1,0.6530612244897958,60,23,0.38333333333333336,0,0,0.38333333333333336,0,0,0,0,0,0.6530612244897958,0.6530612244897958,0,NA,FALSE,7.3,30.005941770647652,1,insufficient looking,0,0,0,0,0,0,sample1
VVI035,720,hard-cheese-butter,2,hard,cheese,butter,cheese-butter,look_at,96,96,1,1,0.65625,66,66,1,1,0.5,60,60,1,1,0.6666666666666669,0.6666666666666666,0.3333333333333333,0,0,1,1,-0.01041666666666685,-0.16666666666666685,0,NA,FALSE,7.533,30.007256321675897,0,NA,0,0,0,0,0,0,sample1
VVI122,510,hard-snail-worm-distractor,3,hard-distractor,worm,snail,snail-worm,look_at,96,96,1,1,0.5,66,66,1,1,0.4545454545454543,60,60,1,1,0.9666666666666666,0.9666666666666668,0.03333333333333333,1,0,1,1,-0.46666666666666656,-0.5121212121212122,0,NA,FALSE,7.266,30.008667353513548,0,NA,0,0,0,0,0,1,sample1
VVI011,480,easy-cheese-mud,2,easy,cheese,mud,cheese-mud,look_at,48,48,1,1,0.2916666666666666,33,33,1,1,0.42424242424242425,30,30,1,1,0,1,0,1,0,1,1,0.2916666666666666,0.42424242424242425,0,NA,FALSE,7.582,15.10141904878747,0,NA,0,0,0,0,0,0,sample1
VVI025,600,easy-cheese-mud-distractor,2,easy-distractor,mud,cheese,cheese-mud,where,96,96,1,1,0.96875,66,66,1,1,1,59,59,1,1,0.3728813559322031,0.3728813559322034,0.6271186440677966,0,0,1,1,0.5958686440677969,0.6271186440677969,0,NA,FALSE,7.354,29.922216820612544,0,NA,0,0,0,0,0,0,sample1
VVI064,630,easy-acorn-key,2,easy,acorn,key,acorn-key,where,96,69,0.71875,1,0.36231884057970987,66,39,0.5909090909090909,1,0.6410256410256409,60,17,0.2833333333333333,0,0.1176470588235294,0.03333333333333333,0.25,0,0,0,0,0.24467178175618048,0.5233785822021114,0,NA,FALSE,7.233,30.007310842225458,1,insufficient looking,0,0,0,0,0,1,sample1
VVI024,510,easy-bulldozer-orange-distractor,2,easy-distractor,orange,bulldozer,bulldozer-orange,see,95,95,1,1,1,65,65,1,1,1,59,59,1,1,1,1,0,1,0,1,1,0,0,0,NA,FALSE,7.553,30.23508470900324,0,NA,0,0,0,0,0,0,sample1
VVI066,660,hard-potato-pot-distractor,2,hard-distractor,pot,potato,potato-pot,see,48,48,1,1,0.5625,33,33,1,1,0.8181818181818181,29,29,1,1,0.06896551724137934,0.9310344827586208,0.06896551724137931,1,0,1,1,0.49353448275862066,0.7492163009404388,0,NA,FALSE,7.287,15.101992205272444,0,NA,0,0,0,0,0,1,sample1
VVI006,510,easy-turkey-swan,2,easy,turkey,swan,turkey-swan,see,96,96,1,1,1,66,66,1,1,1,59,59,1,1,0.8813559322033898,0.8813559322033898,0.11864406779661016,1,0,1,1,0.1186440677966102,0.1186440677966102,0,NA,FALSE,7.333,29.93979386392823,0,NA,0,0,0,0,0,0,sample1
VVI067,690,hard-squirrel-monkey,4,hard,squirrel,monkey,squirrel-monkey,look_at,91,91,1,1,0.967032967032967,62,62,1,1,0.9516129032258064,59,57,0.9661016949152542,1,0.8070175438596492,0.1864406779661017,0.7796610169491526,0,0,1,1,0.16001542317331785,0.1445953593661573,0,NA,FALSE,7.135,29.896247235899164,0,NA,0,0,0,0,0,0,sample1
VVI033,630,hard-squirrel-monkey-distractor,2,hard-distractor,monkey,squirrel,squirrel-monkey,see,96,96,1,1,0.5208333333333335,65,65,1,1,0.7230769230769233,60,50,0.8333333333333334,1,0.58,0.48333333333333334,0.35,0,0,1,1,-0.05916666666666648,0.14307692307692332,0,NA,FALSE,7.185,30.359982102658652,0,NA,0,0,0,0,0,0,sample1
VVI116,450,easy-acorn-key,2,easy,acorn,key,acorn-key,find,63,63,1,1,0.5238095238095238,43,43,1,1,0.7674418604651164,40,22,0.55,1,0,0,0.55,0,0,1,1,0.5238095238095238,0.7674418604651164,0,NA,FALSE,7.6,19.933774834437084,0,NA,0,0,0,0,0,0,sample1
VVI115,420,easy-turkey-swan,2,easy,turkey,swan,turkey-swan,where,95,86,0.9052631578947368,1,0.7558139534883718,66,66,1,1,0.9393939393939394,60,60,1,1,0.5833333333333331,0.4166666666666667,0.5833333333333334,0,0,1,1,0.17248062015503862,0.3560606060606063,0,NA,FALSE,7.193,32.60382653462211,0,NA,0,0,0,0,0,0,sample1
VVI034,750,easy-acorn-key-distractor,2,easy-distractor,key,acorn,acorn-key,see,96,96,1,1,1,66,66,1,1,1,59,56,0.9491525423728814,1,0.357142857142857,0.3389830508474576,0.6101694915254238,0,0,1,1,0.642857142857143,0.642857142857143,0,NA,FALSE,7.457,30.36327623012011,0,NA,0,0,0,0,0,0,sample1
VVI036,450,easy-potato-glasses-distractor,2,easy-distractor,glasses,potato,potato-glasses,where,48,48,1,1,0,33,33,1,1,0,30,30,1,1,0.5333333333333334,0.4666666666666667,0.5333333333333333,0,0,1,1,-0.5333333333333334,-0.5333333333333334,0,NA,FALSE,7.207,14.986096453758146,0,NA,0,0,0,0,0,0,sample1
VVI137,600,easy-bulldozer-orange,2,easy,bulldozer,orange,bulldozer-orange,look_at,95,95,1,1,0.4842105263157897,64,64,1,1,0.234375,59,59,1,1,0.2711864406779662,0.2711864406779661,0.7288135593220338,0,0,1,1,0.2130240856378235,-0.03681144067796621,0,NA,FALSE,7.329,30.11319590685152,0,NA,0,0,0,0,0,0,sample1
VVI130,450,hard-turkey-goat-distractor,2,hard-distractor,goat,turkey,turkey-goat,where,96,96,1,1,0.4791666666666667,66,66,1,1,0.5909090909090908,60,60,1,1,0.7666666666666665,0.23333333333333336,0.7666666666666667,0,0,1,1,-0.2874999999999998,-0.17575757575757567,0,NA,FALSE,7.5,30.005941770647652,0,NA,0,0,0,0,0,0,sample1
VVI120,540,easy-squirrel-eagle,2,easy,squirrel,eagle,squirrel-eagle,find,95,95,1,1,0.4526315789473684,65,65,1,1,0.553846153846154,60,60,1,1,0.5666666666666669,0.43333333333333335,0.5666666666666667,0,0,1,1,-0.11403508771929848,-0.01282051282051288,0,NA,FALSE,7.36,30.336345264138817,0,NA,1,0,0,1,0,1,sample1
VVI060,600,easy-cheese-mud,4,easy,cheese,mud,cheese-mud,where,95,95,1,1,0.873684210526316,65,65,1,1,0.8153846153846155,60,60,1,1,0.48333333333333334,0.5166666666666667,0.48333333333333334,0,0,1,1,0.3903508771929826,0.33205128205128215,0,NA,FALSE,7.388,29.91990708253684,0,NA,0,0,0,0,0,0,sample1
VVI135,750,easy-cheese-mud-distractor,2,easy-distractor,mud,cheese,cheese-mud,see,96,91,0.9479166666666666,1,0,66,66,1,1,0,60,37,0.6166666666666667,1,0,0.6166666666666667,0,0,0,1,1,0,0,0,NA,FALSE,7.552,30.355592974305512,0,NA,0,0,0,0,0,1,sample1
VVI037,690,easy-turkey-swan-distractor,2,easy-distractor,swan,turkey,turkey-swan,look_at,96,79,0.8229166666666666,1,0.43037974683544294,66,49,0.7424242424242424,1,0.5918367346938773,60,60,1,1,1,1,0,1,0,1,1,-0.5696202531645571,-0.4081632653061227,0,NA,FALSE,7.3,30.005941770647652,0,NA,0,0,0,0,0,0,sample1
VVI059,510,hard-turkey-goat,2,hard,turkey,goat,turkey-goat,where,95,95,1,1,0.08421052631578942,65,65,1,1,0,60,60,1,1,0,1,0,1,0,1,1,0.08421052631578942,0,0,NA,FALSE,7.247,30.35155824940544,0,NA,0,0,0,0,0,0,sample1
VVI026,480,easy-turtle-horse-distractor,2,easy-distractor,horse,turtle,turtle-horse,see,95,95,1,1,0.736842105263158,65,65,1,1,0.707692307692308,59,59,1,1,0.4237288135593222,0.423728813559322,0.576271186440678,0,0,1,1,0.3131132917038358,0.28396349413298577,0,NA,FALSE,7.754,30.386019000903676,0,NA,0,0,0,0,0,0,sample1
VVI096,510,hard-turtle-frog-distractor,3,hard-distractor,frog,turtle,turtle-frog,where,96,96,1,1,0.6666666666666665,66,66,1,1,0.5151515151515149,56,56,1,1,0.5,0.5,0.5,0,0,1,1,0.16666666666666652,0.01515151515151491,0,NA,FALSE,7.299,29.674806356637877,0,NA,0,0,0,0,0,0,sample1
VVI043,720,easy-bulldozer-orange-distractor,3,easy-distractor,orange,bulldozer,bulldozer-orange,where,96,96,1,1,0.53125,66,66,1,1,0.7727272727272727,60,60,1,1,0,0,1,0,1,1,1,0.53125,0.7727272727272727,0,NA,FALSE,6.936,30.35167884615843,0,NA,0,0,0,0,0,0,sample1
VVI039,480,hard-squirrel-monkey,3,hard,squirrel,monkey,squirrel-monkey,where,95,95,1,1,0.1368421052631579,65,65,1,1,0.16923076923076913,60,60,1,1,0.95,0.95,0.05,1,0,1,1,-0.8131578947368421,-0.7807692307692309,0,NA,FALSE,7.375,29.837141468157512,0,NA,0,0,0,0,0,0,sample1
VVI016,630,hard-acorn-coconut-distractor,3,hard-distractor,coconut,acorn,acorn-coconut,where,96,69,0.71875,1,0.26086956521739146,66,39,0.5909090909090909,1,0,60,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,FALSE,7.273,29.980048733421643,1,insufficient looking,0,0,0,0,0,0,sample1
VVI044,690,easy-potato-glasses,3,easy,potato,glasses,potato-glasses,see,88,88,1,1,0.8863636363636362,60,60,1,1,0.8333333333333335,59,59,1,1,0.7627118644067796,0.7627118644067796,0.23728813559322037,0,0,1,1,0.12365177195685662,0.07062146892655385,0,NA,FALSE,7.033,29.265305155389413,0,NA,0,0,0,0,0,0,sample1
VVI097,660,hard-snail-worm,3,hard,snail,worm,snail-worm,find,97,81,0.8350515463917526,1,0.5432098765432097,67,64,0.9552238805970148,1,0.53125,60,60,1,1,0.8500000000000001,0.15,0.85,0,1,1,1,-0.30679012345679035,-0.3187500000000001,0,NA,FALSE,7.136,30.477509921074617,0,NA,0,0,0,0,0,0,sample1
VVI038,720,hard-snail-worm,3,hard,snail,worm,snail-worm,look_at,34,24,0.7058823529411765,1,0,26,24,0.9230769230769232,1,0,21,13,0.6190476190476191,1,0,0.6190476190476191,0,0,0,1,1,0,0,0,NA,FALSE,7.535,17.61044635533528,0,NA,0,0,0,0,0,0,sample1
VVI030,690,easy-snail-cow-distractor,3,easy-distractor,cow,snail,snail-cow,look_at,53,53,1,1,0.49056603773584895,36,36,1,1,0.3055555555555557,33,33,1,1,0.09090909090909094,0.9090909090909092,0.09090909090909093,1,0,1,1,0.399656946826758,0.21464646464646475,0,NA,FALSE,7.165,17.0769281557719,0,NA,0,0,0,0,0,0,sample1
VVI088,690,hard-snail-worm,3,hard,snail,worm,snail-worm,find,95,95,1,1,0.27368421052631586,65,65,1,1,0.3692307692307689,60,60,1,1,0.3000000000000001,0.7,0.3,0,0,1,1,-0.02631578947368423,0.06923076923076882,0,NA,FALSE,7.218,30.42167687611882,0,NA,0,0,0,0,0,0,sample1
VVI034,750,easy-potato-glasses,3,easy,potato,glasses,potato-glasses,find,95,95,1,1,0.4526315789473684,65,65,1,1,0.5846153846153848,60,60,1,1,0.5,0.5,0.5,0,0,1,1,-0.04736842105263161,0.08461538461538476,0,NA,FALSE,7.456,30.36730378100083,0,NA,0,0,0,0,0,0,sample1
VVI093,480,easy-potato-glasses-distractor,3,easy-distractor,glasses,potato,potato-glasses,find,95,95,1,1,0.5684210526315792,65,65,1,1,0.6153846153846158,60,60,1,1,0,0,1,0,1,1,1,0.5684210526315792,0.6153846153846158,0,NA,FALSE,7.466,29.93932999208652,0,NA,0,0,0,0,0,0,sample1
VVI036,450,hard-cheese-butter-distractor,3,hard-distractor,butter,cheese,cheese-butter,look_at,48,48,1,1,0.375,33,33,1,1,0.4242424242424244,30,25,0.8333333333333334,1,0.32,0.26666666666666666,0.5666666666666667,0,0,1,1,0.05499999999999999,0.10424242424242436,0,NA,FALSE,7.273,14.987614056489862,0,NA,0,0,0,0,0,0,sample1
VVI040,660,hard-snail-worm-distractor,3,hard-distractor,worm,snail,snail-worm,find,48,39,0.8125,1,0.5384615384615385,33,24,0.7272727272727273,1,0.7083333333333334,30,30,1,1,0.2666666666666667,0.7333333333333333,0.26666666666666666,0,0,1,1,0.27179487179487183,0.44166666666666665,0,NA,FALSE,7.24,14.917243846128834,0,NA,0,0,0,0,0,0,sample1
VVI035,720,hard-turtle-frog,3,hard,turtle,frog,turtle-frog,see,96,96,1,1,1,66,66,1,1,1,60,35,0.5833333333333334,1,1,0,0.5833333333333334,0,0,1,1,0,0,0,NA,FALSE,7.6,30.005941770647652,0,NA,0,0,0,0,0,0,sample1
VVI095,660,easy-squirrel-eagle-distractor,3,easy-distractor,eagle,squirrel,squirrel-eagle,see,95,53,0.5578947368421052,1,1,65,53,0.8153846153846154,1,1,60,53,0.8833333333333333,1,1,0,0.8833333333333333,0,1,1,1,0,0,0,NA,FALSE,7.2,29.937181398071203,0,NA,0,0,0,0,0,0,sample1
VVI037,690,easy-squirrel-eagle,3,easy,squirrel,eagle,squirrel-eagle,where,96,83,0.8645833333333334,1,0.9397590361445782,66,62,0.9393939393939394,1,1,60,44,0.7333333333333333,1,0.04545454545454548,0.7,0.03333333333333333,0,0,1,1,0.8943044906900327,0.9545454545454544,0,NA,FALSE,7.4,30.005941770647652,0,NA,0,0,0,0,0,0,sample1
VVI018,450,easy-snail-cow-distractor,3,easy-distractor,cow,snail,snail-cow,where,96,96,1,1,0.96875,67,67,1,1,0.9552238805970148,59,59,1,1,0.6271186440677969,0.3728813559322034,0.6271186440677966,0,0,1,1,0.34163135593220306,0.32810523652921797,0,NA,FALSE,7.42,30.65002747806581,0,NA,0,0,0,0,0,0,sample1
VVI090,570,easy-cheese-mud-distractor,3,easy-distractor,mud,cheese,cheese-mud,find,96,96,1,1,0.45833333333333326,66,66,1,1,0.6666666666666666,60,60,1,1,0,0,1,0,1,1,1,0.45833333333333326,0.6666666666666666,0,NA,FALSE,7.377,30.33527672967384,0,NA,0,0,0,0,0,0,sample1
VVI017,660,easy-acorn-key-distractor,3,easy-distractor,key,acorn,acorn-key,find,95,95,1,1,1,65,65,1,1,1,58,58,1,1,0.2758620689655172,0.27586206896551724,0.7241379310344828,0,0,1,1,0.7241379310344829,0.7241379310344829,0,NA,FALSE,7.325,30.469981330238156,0,NA,0,0,0,0,0,0,sample1
VVI094,480,hard-turtle-frog,3,hard,turtle,frog,turtle-frog,where,96,96,1,1,1,66,66,1,1,1,60,60,1,1,0.5166666666666667,0.48333333333333334,0.5166666666666667,0,0,1,1,0.4833333333333333,0.4833333333333333,0,NA,FALSE,7.233,30.007310842225458,0,NA,0,0,0,0,0,1,sample1
VVI092,510,hard-turkey-goat,3,hard,turkey,goat,turkey-goat,see,96,96,1,1,0.5625,66,66,1,1,0.6212121212121213,60,60,1,1,0.3166666666666668,0.31666666666666665,0.6833333333333333,0,0,1,1,0.2458333333333332,0.3045454545454545,0,NA,FALSE,7.256,32.411920569887265,0,NA,0,0,0,0,0,0,sample1
VVI091,450,hard-cheese-butter,3,hard,cheese,butter,cheese-butter,look_at,49,49,1,1,0.5714285714285715,33,33,1,1,0.5454545454545454,30,30,1,1,0.6333333333333333,0.6333333333333333,0.36666666666666664,0,0,1,1,-0.06190476190476179,-0.08787878787878789,0,NA,FALSE,7.226,15.085124834542883,0,NA,0,0,0,0,0,1,sample1
VVI032,570,hard-squirrel-monkey-distractor,3,hard-distractor,monkey,squirrel,squirrel-monkey,where,96,96,1,1,0.8020833333333331,66,66,1,1,1,60,60,1,1,1,1,0,1,0,1,1,-0.19791666666666685,0,0,NA,FALSE,7.433,30.007274006218875,0,NA,0,0,0,0,0,0,sample1
VVI031,570,easy-turtle-horse-distractor,3,easy-distractor,horse,turtle,turtle-horse,find,96,96,1,1,0.7604166666666666,66,66,1,1,0.6515151515151515,60,60,1,1,0.6833333333333332,0.31666666666666665,0.6833333333333333,0,0,1,1,0.07708333333333339,-0.03181818181818174,0,NA,FALSE,7.333,30.007292173067576,0,NA,0,0,0,0,0,0,sample1
