SubjectInfo.subjID,SubjectInfo.testAge,Trials.trialID,Trials.ordinal,Trials.trialType,Trials.targetImage,Trials.distractorImage,Trials.imagePair,length_critical_window,usable_frames_critical_window,percent_usable_critical_window,usable_critical_window,mean_target_looking_critical_window,length_critical_window_short,usable_frames_critical_window_short,percent_usable_critical_window_short,usable_critical_window_short,mean_target_looking_critical_window_short,length_baseline_window,usable_frames_baseline_window,percent_usable_baseline_window,usable_baseline_window,mean_target_looking_baseline_window,percent_right_looking_baseline_window,percent_left_looking_baseline_window,side_bias_right,side_bias_left,usable_window,usable_window_short,corrected_target_looking,corrected_target_looking_short,age_exclusion,technical_issue_exclusion_reason,exclude_technical_issue,video_capture_time,framerate,trial_exclusion,trial_exclusion_reason,exclude_participant,preterm_infant_exclusion,non_english_exposure_exclusion,side_bias_exclusion,exclude_participant_insufficient_data
GNXMNQ,660,easy-acorn-key-distractor,3,easy-distractor,key,acorn,acorn-key,76,65,0.8552631578947368,1,0.5230769230769231,34,34,1,1,0.911764705882353,52,52,1,1,0.8076923076923078,0.8076923076923077,0.19230769230769232,1,0,1,1,-0.2846153846153847,0.10407239819004521,0,NA,FALSE,6.831,27.585732115370984,0,NA,0,0,0,0,0
CKRG26,630,hard-turtle-frog,3,hard,turtle,frog,turtle-frog,48,48,1,1,0.3125,23,23,1,1,0.6521739130434782,30,30,1,1,0.7666666666666667,0.7666666666666667,0.23333333333333334,0,0,1,1,-0.4541666666666667,-0.11449275362318856,0,NA,FALSE,7.4,15.000753806723957,0,NA,0,0,0,0,0
d4HUR3,480,easy-acorn-key,3,easy,acorn,key,acorn-key,49,49,1,1,0,23,23,1,1,0,31,31,1,1,0.29032258064516125,0.7096774193548387,0.2903225806451613,0,0,1,1,-0.29032258064516125,-0.29032258064516125,0,NA,FALSE,7.541,15.426314467408433,0,NA,0,0,0,0,0
QWGKVS,750,easy-snail-cow-distractor,3,easy-distractor,cow,snail,snail-cow,63,59,0.9365079365079365,1,0.03389830508474576,29,29,1,1,0.06896551724137931,39,39,1,1,0.3333333333333334,0.3333333333333333,0.6666666666666666,0,0,1,1,-0.29943502824858764,-0.26436781609195414,0,NA,FALSE,6.735,23.879581180640148,0,NA,0,0,0,0,0
UUQJAd,570,hard-potato-pot-distractor,3,hard-distractor,pot,potato,potato-pot,96,96,1,1,0.6666666666666665,44,44,1,1,0.2727272727272729,60,60,1,1,0.2833333333333334,0.7166666666666667,0.2833333333333333,0,0,1,1,0.38333333333333314,-0.010606060606060508,0,NA,FALSE,7.491,66.20184725588275,0,NA,0,0,0,0,0
XMJ25D,690,hard-turtle-frog-distractor,3,hard-distractor,frog,turtle,turtle-frog,94,94,1,1,0.42553191489361714,44,44,1,1,0.31818181818181807,60,60,1,1,0.6666666666666667,0.6666666666666666,0.3333333333333333,0,0,1,1,-0.2411347517730496,-0.3484848484848487,0,NA,FALSE,7.25,30.543320383913763,0,NA,0,0,0,0,0
UQBHFH,510,easy-turkey-swan-distractor,3,easy-distractor,swan,turkey,turkey-swan,96,0,0,0,NA,45,0,0,0,NA,60,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,FALSE,7.233,30.007310842225454,1,insufficient looking,0,0,0,0,1
6THVBG,510,easy-snail-cow,3,easy,snail,cow,snail-cow,96,96,1,1,0.11458333333333338,45,45,1,1,0.17777777777777773,60,60,1,1,0.7333333333333335,0.26666666666666666,0.7333333333333333,0,0,1,1,-0.6187500000000001,-0.5555555555555558,0,NA,FALSE,7.433,30.007274006218875,0,NA,0,0,0,0,0
NPV5EF,570,easy-turkey-swan,4,easy,turkey,swan,turkey-swan,24,24,1,1,0.6666666666666666,11,11,1,1,0.2727272727272727,15,15,1,1,0.6,0.6,0.4,0,0,1,1,0.06666666666666665,-0.32727272727272727,0,framerate issue,TRUE,7.066,7.50079930888895,1,framerate issue,0,0,0,0,NA
d4HUR3,480,hard-potato-pot,4,hard,potato,pot,potato-pot,48,45,0.9375,1,1,23,20,0.8695652173913043,1,1,30,30,1,1,0.6333333333333333,0.36666666666666664,0.6333333333333333,0,0,1,1,0.3666666666666667,0.3666666666666667,0,NA,FALSE,7.47,15.672591456399179,0,NA,0,0,0,0,0
UQBHFH,510,hard-bulldozer-tractor-distractor,4,hard-distractor,tractor,bulldozer,bulldozer-tractor,96,0,0,0,NA,45,0,0,0,NA,60,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,FALSE,7.34,29.91130592246688,1,insufficient looking,0,0,0,0,1
5QCS4M,750,easy-squirrel-eagle,4,easy,squirrel,eagle,squirrel-eagle,96,96,1,1,0.6666666666666667,45,45,1,1,0.288888888888889,59,59,1,1,0,0,1,0,1,1,1,0.6666666666666667,0.288888888888889,0,NA,FALSE,7.366,29.94144493865142,0,NA,0,0,0,0,0
XMJ25D,690,easy-bulldozer-orange-distractor,4,easy-distractor,orange,bulldozer,bulldozer-orange,96,96,1,1,0.6666666666666666,46,46,1,1,0.3260869565217391,61,61,1,1,0.4262295081967213,0.4262295081967213,0.5737704918032787,0,0,1,1,0.24043715846994534,-0.1001425516749822,0,NA,FALSE,7.337,30.601106746308872,0,NA,0,0,0,0,0
6THVBG,510,easy-turtle-horse-distractor,4,easy-distractor,horse,turtle,turtle-horse,96,96,1,1,1,45,45,1,1,1,60,60,1,1,0.5,0.5,0.5,0,0,1,1,0.5,0.5,0,NA,FALSE,7.3,30.005941770647652,0,NA,0,0,0,0,0
