,SubjectInfo.subjID,Trials.trialID,absolute_onset,Trials.audio_lag_vs_video_lag,absolute_offset,SubjectInfo.testAge,SubjectInfo.gender,Trials.leftImage,Trials.rightImage,Trials.targetImage,Trials.targetAudio,Trials.trialType,Trials.carrier_onset,Trials.target_onset,Trials.target_offset,Trials.order,SubjectInfo.age_at_birth,SubjectInfo.language_list,SubjectInfo.condition_list,Trials.ordinal
0,M7RZU2,hard-squirrel-monkey,2025-01-05 16:32:17.289,47.0,2025-01-05 16:32:24.597,510,f,squirrel,monkey,squirrel,where,hard,2,2.980748,3.960068,41,40 or more weeks,en egy,,26
0,CS7F6L,hard-cheese-butter-distractor,2025-01-06 14:09:51.470,395.0,2025-01-06 14:09:59.239,540,m,cheese,butter,butter,where,hard-distractor,2,2.980748,3.960068,41,39 weeks,en es,,26
0,AWMRW7,hard-potato-pot,2025-01-05 16:17:23.210,3.0,2025-01-05 16:17:30.475,720,f,potato,pot,potato,find,hard,2,2.980748,4.103515,41,39 weeks,en,,26
0,QcRBVD,easy-squirrel-eagle-distractor,2025-01-05 19:57:51.912,98.0,2025-01-05 19:57:59.277,510,m,eagle,squirrel,eagle,find,easy-distractor,2,2.980748,3.960068,41,40 or more weeks,en,,26
0,CS7F6L,easy-acorn-key,2025-01-06 14:10:03.824,853.0,2025-01-06 14:10:12.054,540,m,key,acorn,acorn,find,easy,2,2.980748,3.960068,42,39 weeks,en es,,27
0,ZPX2dD,easy-potato-glasses,2025-01-05 14:51:22.949,161.0,2025-01-05 14:51:30.394,600,m,glasses,potato,potato,look_at,easy,2,2.980748,4.103515,42,39 weeks,en,,27
0,QcRBVD,hard-turtle-frog,2025-01-05 19:58:04.281,124.0,2025-01-05 19:58:11.665,510,m,turtle,frog,turtle,see,hard,2,2.980748,3.960068,42,40 or more weeks,en,,27
0,M7RZU2,easy-turkey-swan-distractor,2025-01-05 16:32:28.095,39.0,2025-01-05 16:32:35.387,510,f,swan,turkey,swan,look_at,easy-distractor,2,2.980748,3.860907,42,40 or more weeks,en egy,,27
0,AWMRW7,hard-cheese-butter,2025-01-05 16:17:32.518,111.0,2025-01-05 16:17:39.875,720,f,cheese,butter,cheese,see,hard,2,2.980748,3.960068,42,39 weeks,en,,27
0,QcRBVD,easy-bulldozer-orange,2025-01-05 19:58:17.019,67.0,2025-01-05 19:58:24.368,510,m,orange,bulldozer,bulldozer,look_at,easy,2,2.980748,4.103515,43,40 or more weeks,en,,28
0,M7RZU2,hard-potato-pot,2025-01-05 16:32:39.175,4.0,2025-01-05 16:32:46.436,510,f,pot,potato,potato,see,hard,2,2.980748,4.103515,43,40 or more weeks,en egy,,28
0,ZPX2dD,hard-turtle-frog,2025-01-05 14:51:33.689,3.0,2025-01-05 14:51:40.983,600,m,frog,turtle,turtle,where,hard,2,2.980748,3.960068,43,39 weeks,en,,28
0,AWMRW7,easy-snail-cow-distractor,2025-01-05 16:17:46.411,175.0,2025-01-05 16:17:53.835,720,f,cow,snail,cow,where,easy-distractor,2,2.980748,3.860907,43,39 weeks,en,,28
0,CS7F6L,easy-squirrel-eagle-distractor,2025-01-06 14:10:15.021,329.0,2025-01-06 14:10:22.737,540,m,eagle,squirrel,eagle,look_at,easy-distractor,2,2.980748,3.960068,43,39 weeks,en es,,28
0,ZPX2dD,easy-turkey-swan-distractor,2025-01-05 14:51:49.748,166.0,2025-01-05 14:51:57.163,600,m,swan,turkey,swan,look_at,easy-distractor,2,2.980748,3.860907,45,39 weeks,en,,29
0,QcRBVD,hard-turkey-goat-distractor,2025-01-05 19:58:35.102,68.0,2025-01-05 19:58:42.399,510,m,turkey,goat,goat,look_at,hard-distractor,2,2.980748,3.860907,45,40 or more weeks,en,,29
0,CS7F6L,easy-potato-glasses-distractor,2025-01-06 14:10:29.963,294.0,2025-01-06 14:10:37.594,540,m,glasses,potato,glasses,see,easy-distractor,2,2.980748,3.960068,45,39 weeks,en es,,29
0,M7RZU2,easy-snail-cow,2025-01-05 16:32:54.846,4.0,2025-01-05 16:33:02.116,510,f,snail,cow,snail,see,easy,2,2.980748,3.860907,45,40 or more weeks,en egy,,29
0,AWMRW7,hard-turtle-frog-distractor,2025-01-05 16:18:00.792,165.0,2025-01-05 16:18:08.215,720,f,frog,turtle,frog,look_at,hard-distractor,2,2.980748,3.860907,45,39 weeks,en,,29
0,CS7F6L,easy-turtle-horse-distractor,2025-01-06 14:10:39.639,267.0,2025-01-06 14:10:47.260,540,m,horse,turtle,horse,where,easy-distractor,2,2.980748,3.860907,46,39 weeks,en es,,30
0,AWMRW7,hard-squirrel-monkey-distractor,2025-01-05 16:18:09.991,193.0,2025-01-05 16:18:17.435,720,f,monkey,squirrel,monkey,where,hard-distractor,2,2.980748,3.960068,46,39 weeks,en,,30
0,ZPX2dD,hard-bulldozer-tractor,2025-01-05 14:52:00.600,4.0,2025-01-05 14:52:07.893,600,m,bulldozer,tractor,bulldozer,find,hard,2,2.980748,4.103515,46,39 weeks,en,,30
0,M7RZU2,easy-bulldozer-orange,2025-01-05 16:33:05.922,4.0,2025-01-05 16:33:13.186,510,f,orange,bulldozer,bulldozer,look_at,easy,2,2.980748,4.103515,46,40 or more weeks,en egy,,30
0,QcRBVD,hard-snail-worm,2025-01-05 19:58:47.918,38.0,2025-01-05 19:58:55.240,510,m,worm,snail,snail,where,hard,2,2.980748,3.860907,46,40 or more weeks,en,,30
0,AWMRW7,hard-turkey-goat-distractor,2025-01-05 16:18:24.923,78.0,2025-01-05 16:18:32.255,720,f,turkey,goat,goat,see,hard-distractor,2,2.980748,3.860907,47,39 weeks,en,,31
0,M7RZU2,easy-acorn-key-distractor,2025-01-05 16:33:16.719,11.0,2025-01-05 16:33:25.048,510,f,key,acorn,key,where,easy-distractor,2,2.980748,3.860907,47,40 or more weeks,en egy,,31
0,ZPX2dD,hard-snail-worm-distractor,2025-01-05 14:52:11.132,169.0,2025-01-05 14:52:18.555,600,m,snail,worm,worm,where,hard-distractor,2,2.980748,3.860907,47,39 weeks,en,,31
0,QcRBVD,hard-acorn-coconut-distractor,2025-01-05 19:59:00.607,104.0,2025-01-05 19:59:07.980,510,m,acorn,coconut,coconut,find,hard-distractor,2,2.980748,4.103515,47,40 or more weeks,en,,31
0,CS7F6L,easy-snail-cow-distractor,2025-01-06 14:10:49.286,325.0,2025-01-06 14:10:57.006,540,m,snail,cow,cow,find,easy-distractor,2,2.980748,3.860907,47,39 weeks,en es,,31
0,M7RZU2,easy-turtle-horse,2025-01-05 16:33:28.104,31.0,2025-01-05 16:33:35.396,510,f,horse,turtle,turtle,find,easy,2,2.980748,3.960068,48,40 or more weeks,en egy,,32
0,CS7F6L,hard-turkey-goat,2025-01-06 14:10:58.788,2.0,2025-01-06 14:11:06.208,540,m,goat,turkey,turkey,look_at,hard,2,2.980748,3.960068,48,39 weeks,en es,,32
0,QcRBVD,hard-potato-pot-distractor,2025-01-05 19:59:13.571,81.0,2025-01-05 19:59:20.921,510,m,potato,pot,pot,see,hard-distractor,2,2.980748,3.860907,48,40 or more weeks,en,,32
0,AWMRW7,easy-bulldozer-orange-distractor,2025-01-05 16:18:39.611,176.0,2025-01-05 16:18:47.035,720,f,orange,bulldozer,orange,find,easy-distractor,2,2.980748,3.960068,48,39 weeks,en,,32
0,ZPX2dD,hard-acorn-coconut-distractor,2025-01-05 14:52:22.271,161.0,2025-01-05 14:52:29.695,600,m,acorn,coconut,coconut,see,hard-distractor,2,2.980748,4.103515,48,39 weeks,en,,32
