,SubjectInfo.subjID,Trials.trialID,absolute_onset,Trials.audio_lag_vs_video_lag,absolute_offset,SubjectInfo.testAge,SubjectInfo.gender,Trials.leftImage,Trials.rightImage,Trials.targetImage,Trials.targetAudio,Trials.trialType,Trials.carrier_onset,Trials.target_onset,Trials.target_offset,Trials.article_length,Trials.order,SubjectInfo.age_at_birth,SubjectInfo.language_list,SubjectInfo.condition_list,Trials.ordinal
0,CKRG26,easy-snail-cow-distractor,2025-01-26 01:30:45.564,381.0,2025-01-26 01:30:53.329,630,f,snail,cow,cow,look_at,easy-distractor,2,3.1607480000000003,4.040907000000001,0.18,18,40 or more weeks,en,,8
0,HKHYFS,hard-snail-worm,2025-01-27 22:53:27.235,2.0,2025-01-27 22:53:34.632,690,f,snail,worm,snail,see,hard,2,3.1087480000000003,3.988907,0.128,18,39 weeks,en,,8
0,MGVZH3,easy-squirrel-eagle-distractor,2025-01-29 20:02:29.344,205.0,2025-01-29 20:02:36.820,720,f,squirrel,eagle,eagle,find,easy-distractor,2,3.283748,4.2630680000000005,0.303,20,40 or more weeks,en fr cmn,,9
0,BFLJ23,easy-snail-cow,2025-01-29 21:40:46.821,73.0,2025-01-29 21:40:54.206,450,f,snail,cow,snail,look_at,easy,2,3.1367480000000003,4.016907000000001,0.156,20,40 or more weeks,en,,9
0,TUFKTQ,hard-cheese-butter,2025-01-25 19:02:12.724,219.0,2025-01-25 19:02:20.235,450,f,butter,cheese,cheese,find,hard,2,3.1487480000000003,4.128068000000001,0.168,20,39 weeks,en,,9
0,FHRCdd,hard-turkey-goat,2025-01-24 17:29:30.652,132.0,2025-01-24 17:29:38.004,540,m,turkey,goat,turkey,see,hard,2,3.2257480000000003,4.205068000000001,0.245,20,39 weeks,en ur,,9
0,M63GEd,hard-acorn-coconut,2025-01-25 18:06:49.672,14.0,2025-01-25 18:06:56.965,660,f,coconut,acorn,acorn,look_at,hard,2,3.1567480000000003,4.136068,0.176,20,38 weeks,en,,9
0,ACW6AZ,hard-acorn-coconut,2025-01-26 17:07:14.032,86.0,2025-01-26 17:07:21.397,630,f,acorn,coconut,acorn,look_at,hard,2,3.1567480000000003,4.136068,0.176,20,39 weeks,en egy,,9
0,6THVBG,hard-turkey-goat,2025-01-12 15:19:27.958,4.0,2025-01-12 15:19:35.212,510,f,goat,turkey,turkey,find,hard,2,3.2257480000000003,4.205068000000001,0.245,20,39 weeks,en,,9
0,QEKHZQ,hard-cheese-butter-distractor,2025-01-26 21:16:26.010,6.0,2025-01-26 21:16:33.264,480,f,cheese,butter,butter,look_at,hard-distractor,2,3.2607480000000004,4.240068000000001,0.28,20,40 or more weeks,en vi,,9
0,CKRG26,easy-potato-glasses,2025-01-26 01:31:02.414,221.0,2025-01-26 01:31:10.046,630,f,potato,glasses,potato,find,easy,2,3.222748,4.345515000000001,0.242,20,40 or more weeks,en,,9
0,L7Y4Y6,easy-turtle-horse-distractor,2025-01-27 13:46:43.841,382.0,2025-01-27 13:46:51.481,510,m,horse,turtle,horse,see,easy-distractor,2,3.175748,4.055907,0.195,20,40 or more weeks,en,,9
0,5QCS4M,hard-turkey-goat-distractor,2025-01-25 20:49:29.873,120.0,2025-01-25 20:49:37.266,750,f,turkey,goat,goat,where,hard-distractor,2,3.183748,4.063907,0.203,20,39 weeks,en ko,,9
0,cZRGZV,easy-cheese-mud-distractor,2025-01-27 01:05:19.400,134.0,2025-01-27 01:05:26.787,630,f,mud,cheese,mud,find,easy-distractor,2,3.125748,4.0059070000000006,0.145,20,39 weeks,en es,,9
0,HEYJKC,hard-turtle-frog,2025-01-27 14:02:02.271,104.0,2025-01-27 14:02:09.644,600,m,frog,turtle,turtle,where,hard,2,3.231748,4.211068,0.251,20,39 weeks,en,,9
0,NPV5EF,hard-turkey-goat,2025-01-23 18:01:49.261,3.0,2025-01-23 18:01:56.534,570,m,goat,turkey,turkey,see,hard,2,3.2257480000000003,4.205068000000001,0.245,20,39 weeks,en hak cmn ru,,9
0,QGTESM,hard-cheese-butter,2025-01-25 17:26:34.083,11.0,2025-01-25 17:26:41.464,630,m,butter,cheese,cheese,look_at,hard,2,3.146748,4.126068,0.166,20,39 weeks,en,,9
0,HKHYFS,easy-acorn-key,2025-01-27 22:53:41.399,1.0,2025-01-27 22:53:49.012,690,f,key,acorn,acorn,where,easy,2,3.1567480000000003,4.136068,0.176,20,39 weeks,en,,9
0,ZM4dG6,hard-acorn-coconut-distractor,2025-01-29 16:27:24.747,167.0,2025-01-29 16:27:32.203,570,f,acorn,coconut,coconut,look_at,hard-distractor,2,3.271748,4.394515,0.291,20,37 weeks,en yue,,9
0,UQBHFH,hard-turkey-goat,2025-01-24 14:11:32.715,29.0,2025-01-24 14:11:40.009,510,f,goat,turkey,turkey,look_at,hard,2,3.224748,4.2040679999999995,0.244,20,40 or more weeks,en fr es,,9
0,R6N65Q,easy-bulldozer-orange-distractor,2025-01-27 23:51:09.889,86.0,2025-01-27 23:51:17.212,540,m,bulldozer,orange,orange,look_at,easy-distractor,2,3.175748,4.155068,0.195,20,40 or more weeks,en,,9
0,d4HUR3,hard-turtle-frog,2025-01-24 02:48:44.891,310.0,2025-01-24 02:48:52.454,480,f,frog,turtle,turtle,look_at,hard,2,3.231748,4.211068,0.251,20,39 weeks,en,,9
0,GNXMNQ,hard-squirrel-monkey-distractor,2025-01-24 00:45:10.766,65.0,2025-01-24 00:45:18.080,660,m,squirrel,monkey,monkey,where,hard-distractor,2,3.114748,4.094068,0.134,20,37 weeks,en te ur,,9
0,QGVDBW,easy-snail-cow-distractor,2025-01-27 14:56:55.766,460.0,2025-01-27 14:57:03.471,480,m,cow,snail,cow,find,easy-distractor,2,3.1847480000000004,4.064907000000001,0.204,20,40 or more weeks,en ru,,9
0,XMJ25D,hard-acorn-coconut-distractor,2025-01-23 19:45:48.167,18.0,2025-01-23 19:45:55.456,690,m,acorn,coconut,coconut,look_at,hard-distractor,2,3.271748,4.394515,0.291,20,39 weeks,en,,9
0,YK3WN6,easy-squirrel-eagle-distractor,2025-01-27 22:38:46.481,32.0,2025-01-27 22:38:53.771,720,m,squirrel,eagle,eagle,where,easy-distractor,2,3.303748,4.283068,0.323,20,39 weeks,en,,9
0,FHADJV,easy-turkey-swan-distractor,2025-01-29 17:21:28.979,12.0,2025-01-29 17:21:36.258,630,f,swan,turkey,swan,look_at,easy-distractor,2,3.145748,4.025907,0.165,20,40 or more weeks,en,,9
0,dKKWAR,easy-turtle-horse,2025-01-23 19:27:37.271,1.0,2025-01-23 19:27:44.644,450,m,turtle,horse,turtle,where,easy,2,3.231748,4.211068,0.251,20,40 or more weeks,en,,9
0,VcKZT3,easy-cheese-mud-distractor,2025-01-28 02:51:37.595,3.0,2025-01-28 02:51:44.875,690,f,mud,cheese,mud,see,easy-distractor,2,3.125748,4.0059070000000006,0.145,20,39 weeks,en,,9
0,UUQJAd,hard-turtle-frog-distractor,2025-01-24 13:28:07.083,168.0,2025-01-24 13:28:14.498,570,f,frog,turtle,frog,see,hard-distractor,2,3.127748,4.007907,0.147,20,38 weeks,en fr,,9
0,QWGKVS,hard-turtle-frog,2025-01-24 16:55:24.533,2.0,2025-01-24 16:55:31.808,750,m,turtle,frog,turtle,where,hard,2,3.231748,4.211068,0.251,20,39 weeks,en,,9
0,CLHZRF,easy-squirrel-eagle,2025-01-28 15:14:08.568,177.0,2025-01-28 15:14:16.030,570,m,squirrel,eagle,squirrel,see,easy,2,3.127748,4.107068,0.147,20,37 weeks,en it,,9
0,YLPTX3,hard-acorn-coconut,2025-01-29 17:37:07.581,240.0,2025-01-29 17:37:15.093,750,f,acorn,coconut,acorn,look_at,hard,2,3.1567480000000003,4.136068,0.176,20,37 weeks,en,,9
0,HKHYFS,easy-squirrel-eagle,2025-01-27 22:53:50.357,367.0,2025-01-27 22:53:57.973,690,f,squirrel,eagle,squirrel,see,easy,2,3.127748,4.107068,0.147,21,39 weeks,en,,10
0,XMJ25D,hard-bulldozer-tractor,2025-01-23 19:45:57.330,16.0,2025-01-23 19:46:04.636,690,m,tractor,bulldozer,bulldozer,see,hard,2,3.163748,4.286515,0.183,21,39 weeks,en,,10
0,ZM4dG6,easy-snail-cow-distractor,2025-01-29 16:27:33.415,160.0,2025-01-29 16:27:40.866,570,f,snail,cow,cow,where,easy-distractor,2,3.1607480000000003,4.040907000000001,0.18,21,37 weeks,en yue,,10
0,UUQJAd,easy-potato-glasses,2025-01-24 13:28:16.129,161.0,2025-01-24 13:28:23.568,570,f,glasses,potato,potato,where,easy,2,3.210748,4.333515,0.23,21,38 weeks,en fr,,10
0,YK3WN6,hard-snail-worm-distractor,2025-01-27 22:38:55.986,8.0,2025-01-27 22:39:03.251,720,m,snail,worm,worm,look_at,hard-distractor,2,3.1197480000000004,3.9999070000000003,0.139,21,39 weeks,en,,10
0,YLPTX3,hard-snail-worm-distractor,2025-01-29 17:37:15.899,276.0,2025-01-29 17:37:23.433,750,f,snail,worm,worm,where,hard-distractor,2,3.1197480000000004,3.9999070000000003,0.139,21,37 weeks,en,,10
0,5QCS4M,hard-acorn-coconut-distractor,2025-01-25 20:49:40.734,183.0,2025-01-25 20:49:48.186,750,f,acorn,coconut,coconut,see,hard-distractor,2,3.258748,4.381515,0.278,21,39 weeks,en ko,,10
0,NPV5EF,hard-acorn-coconut,2025-01-23 18:01:58.884,6.0,2025-01-23 18:02:06.174,570,m,acorn,coconut,acorn,look_at,hard,2,3.1567480000000003,4.136068,0.176,21,39 weeks,en hak cmn ru,,10
0,QEKHZQ,hard-snail-worm-distractor,2025-01-26 21:16:39.995,3.0,2025-01-26 21:16:47.254,480,f,worm,snail,worm,find,hard-distractor,2,3.182748,4.062907,0.202,21,40 or more weeks,en vi,,10
0,QGTESM,hard-turtle-frog-distractor,2025-01-25 17:26:44.295,9.0,2025-01-25 17:26:51.682,630,m,frog,turtle,frog,see,hard-distractor,2,3.127748,4.007907,0.147,21,39 weeks,en,,10
0,R6N65Q,hard-turtle-frog-distractor,2025-01-27 23:51:22.146,72.0,2025-01-27 23:51:29.472,540,m,turtle,frog,frog,where,hard-distractor,2,3.182748,4.062907,0.202,21,40 or more weeks,en,,10
0,L7Y4Y6,easy-squirrel-eagle,2025-01-27 13:46:52.483,510.0,2025-01-27 13:47:00.242,510,m,eagle,squirrel,squirrel,find,easy,2,3.127748,4.107068,0.147,21,40 or more weeks,en,,10
0,VcKZT3,hard-acorn-coconut,2025-01-28 02:51:46.696,6.0,2025-01-28 02:51:53.975,690,f,acorn,coconut,acorn,find,hard,2,3.216748,4.196068,0.236,21,39 weeks,en,,10
0,CLHZRF,hard-turkey-goat-distractor,2025-01-28 15:14:19.775,93.0,2025-01-28 15:14:27.155,570,m,goat,turkey,goat,look_at,hard-distractor,2,3.183748,4.063907,0.203,21,37 weeks,en it,,10
0,GNXMNQ,easy-snail-cow-distractor,2025-01-24 00:45:19.225,77.0,2025-01-24 00:45:26.560,660,m,snail,cow,cow,look_at,easy-distractor,2,3.1607480000000003,4.040907000000001,0.18,21,37 weeks,en te ur,,10
0,M63GEd,hard-snail-worm-distractor,2025-01-25 18:07:01.663,12.0,2025-01-25 18:07:09.049,660,f,snail,worm,worm,where,hard-distractor,2,3.1197480000000004,3.9999070000000003,0.139,21,38 weeks,en,,10
0,ACW6AZ,hard-snail-worm,2025-01-26 17:07:23.913,194.0,2025-01-26 17:07:31.377,630,f,snail,worm,snail,see,hard,2,3.1087480000000003,3.988907,0.128,21,39 weeks,en egy,,10
0,CKRG26,hard-snail-worm-distractor,2025-01-26 01:31:12.390,76.0,2025-01-26 01:31:19.896,630,f,snail,worm,worm,look_at,hard-distractor,2,3.1197480000000004,3.9999070000000003,0.139,21,40 or more weeks,en,,10
0,d4HUR3,easy-turkey-swan-distractor,2025-01-24 02:48:53.590,283.0,2025-01-24 02:49:01.128,480,f,swan,turkey,swan,where,easy-distractor,2,3.145748,4.025907,0.165,21,39 weeks,en,,10
0,TUFKTQ,hard-snail-worm,2025-01-25 19:02:22.103,188.0,2025-01-25 19:02:29.580,450,f,worm,snail,snail,see,hard,2,3.1087480000000003,3.988907,0.128,21,39 weeks,en,,10
0,cZRGZV,easy-squirrel-eagle,2025-01-27 01:05:28.118,118.0,2025-01-27 01:05:35.497,630,f,eagle,squirrel,squirrel,look_at,easy,2,3.090748,4.070068,0.11,21,39 weeks,en es,,10
0,BFLJ23,easy-cheese-mud-distractor,2025-01-29 21:40:55.761,120.0,2025-01-29 21:41:03.146,450,f,cheese,mud,mud,see,easy-distractor,2,3.125748,4.0059070000000006,0.145,21,40 or more weeks,en,,10
0,QWGKVS,easy-potato-glasses,2025-01-24 16:55:32.687,2.0,2025-01-24 16:55:39.968,750,m,potato,glasses,potato,find,easy,2,3.222748,4.345515000000001,0.242,21,39 weeks,en,,10
0,MGVZH3,easy-bulldozer-orange,2025-01-29 20:02:38.713,326.0,2025-01-29 20:02:46.290,720,f,orange,bulldozer,bulldozer,look_at,easy,2,3.210748,4.333515,0.23,21,40 or more weeks,en fr cmn,,10
0,FHRCdd,easy-potato-glasses,2025-01-24 17:29:43.025,165.0,2025-01-24 17:29:50.454,540,m,potato,glasses,potato,find,easy,2,3.222748,4.345515000000001,0.242,21,39 weeks,en ur,,10
0,HEYJKC,easy-bulldozer-orange-distractor,2025-01-27 14:02:10.615,93.0,2025-01-27 14:02:17.984,600,m,bulldozer,orange,orange,find,easy-distractor,2,3.1967480000000004,4.176068000000001,0.216,21,39 weeks,en,,10
0,6THVBG,easy-acorn-key,2025-01-12 15:19:37.543,72.0,2025-01-12 15:19:44.872,510,f,key,acorn,acorn,see,easy,2,3.216748,4.196068,0.236,21,39 weeks,en,,10
0,dKKWAR,easy-turkey-swan-distractor,2025-01-23 19:27:46.962,3.0,2025-01-23 19:27:54.304,450,m,swan,turkey,swan,find,easy-distractor,2,3.110748,3.990907,0.13,21,40 or more weeks,en,,10
0,FHADJV,hard-turtle-frog,2025-01-29 17:21:39.623,7.0,2025-01-29 17:21:46.898,630,f,turtle,frog,turtle,where,hard,2,3.231748,4.211068,0.251,21,40 or more weeks,en,,10
0,UQBHFH,hard-squirrel-monkey,2025-01-24 14:11:41.900,65.0,2025-01-24 14:11:49.209,510,f,monkey,squirrel,squirrel,find,hard,2,3.127748,4.107068,0.147,21,40 or more weeks,en fr es,,10
0,QGVDBW,hard-cheese-butter-distractor,2025-01-27 14:57:05.865,428.0,2025-01-27 14:57:13.588,480,m,cheese,butter,butter,see,hard-distractor,2,3.234748,4.214068,0.254,21,40 or more weeks,en ru,,10
0,d4HUR3,easy-potato-glasses-distractor,2025-01-24 02:49:02.199,353.0,2025-01-24 02:49:09.810,480,f,glasses,potato,glasses,see,easy-distractor,2,3.1607480000000003,4.140068,0.18,22,39 weeks,en,,11
0,L7Y4Y6,hard-cheese-butter-distractor,2025-01-27 13:47:01.317,342.0,2025-01-27 13:47:08.903,510,m,cheese,butter,butter,look_at,hard-distractor,2,3.2607480000000004,4.240068000000001,0.28,22,40 or more weeks,en,,11
0,CKRG26,easy-bulldozer-orange,2025-01-26 01:31:22.357,280.0,2025-01-26 01:31:30.006,630,f,orange,bulldozer,bulldozer,where,easy,2,3.210748,4.333515,0.23,22,40 or more weeks,en,,11
0,MGVZH3,easy-cheese-mud-distractor,2025-01-29 20:02:48.382,292.0,2025-01-29 20:02:55.940,720,f,mud,cheese,mud,where,easy-distractor,2,3.135748,4.015907,0.155,22,40 or more weeks,en fr cmn,,11
0,HEYJKC,easy-potato-glasses-distractor,2025-01-27 14:02:19.179,96.0,2025-01-27 14:02:26.534,600,m,glasses,potato,glasses,see,easy-distractor,2,3.1607480000000003,4.140068,0.18,22,39 weeks,en,,11
0,QGVDBW,easy-turkey-swan,2025-01-27 14:57:16.575,485.0,2025-01-27 14:57:24.308,480,m,turkey,swan,turkey,where,easy,2,3.224748,4.2040679999999995,0.244,22,40 or more weeks,en ru,,11
0,QWGKVS,hard-turkey-goat-distractor,2025-01-24 16:55:40.811,2.0,2025-01-24 16:55:48.089,750,m,turkey,goat,goat,see,hard-distractor,2,3.167748,4.047907,0.187,22,39 weeks,en,,11
0,QEKHZQ,hard-acorn-coconut-distractor,2025-01-26 21:16:48.972,2.0,2025-01-26 21:16:56.234,480,f,coconut,acorn,coconut,where,hard-distractor,2,3.271748,4.394515,0.291,22,40 or more weeks,en vi,,11
0,VcKZT3,hard-squirrel-monkey,2025-01-28 02:51:55.619,6.0,2025-01-28 02:52:02.895,690,f,monkey,squirrel,squirrel,where,hard,2,3.090748,4.070068,0.11,22,39 weeks,en,,11
0,GNXMNQ,hard-potato-pot-distractor,2025-01-24 00:45:27.655,42.0,2025-01-24 00:45:34.960,660,m,potato,pot,pot,find,hard-distractor,2,3.238748,4.118907,0.258,22,37 weeks,en te ur,,11
0,UQBHFH,easy-bulldozer-orange-distractor,2025-01-24 14:11:51.353,84.0,2025-01-24 14:11:58.698,510,f,orange,bulldozer,orange,where,easy-distractor,2,3.175748,4.155068,0.195,22,40 or more weeks,en fr es,,11
0,ACW6AZ,easy-turkey-swan,2025-01-26 17:07:34.021,116.0,2025-01-26 17:07:41.407,630,f,turkey,swan,turkey,where,easy,2,3.224748,4.2040679999999995,0.244,22,39 weeks,en egy,,11
0,M63GEd,hard-bulldozer-tractor,2025-01-25 18:07:13.417,11.0,2025-01-25 18:07:20.764,660,f,bulldozer,tractor,bulldozer,see,hard,2,3.163748,4.286515,0.183,22,38 weeks,en,,11
0,CLHZRF,easy-snail-cow-distractor,2025-01-28 15:14:30.417,257.0,2025-01-28 15:14:37.959,570,m,cow,snail,cow,where,easy-distractor,2,3.1607480000000003,4.040907000000001,0.18,22,37 weeks,en it,,11
0,5QCS4M,easy-bulldozer-orange,2025-01-25 20:49:51.816,8.0,2025-01-25 20:49:59.086,750,f,orange,bulldozer,bulldozer,find,easy,2,3.163748,4.286515,0.183,22,39 weeks,en ko,,11
0,BFLJ23,hard-potato-pot,2025-01-29 21:41:04.643,144.0,2025-01-29 21:41:12.066,450,f,pot,potato,potato,where,hard,2,3.210748,4.333515,0.23,22,40 or more weeks,en,,11
0,dKKWAR,easy-cheese-mud-distractor,2025-01-23 19:27:56.559,1.0,2025-01-23 19:28:03.904,450,m,mud,cheese,mud,look_at,easy-distractor,2,3.135748,4.015907,0.155,22,40 or more weeks,en,,11
0,R6N65Q,easy-snail-cow,2025-01-27 23:51:34.729,140.0,2025-01-27 23:51:42.122,540,m,cow,snail,snail,find,easy,2,3.1087480000000003,3.988907,0.128,22,40 or more weeks,en,,11
0,YK3WN6,easy-acorn-key-distractor,2025-01-27 22:39:05.223,44.0,2025-01-27 22:39:12.511,720,m,acorn,key,key,find,easy-distractor,2,3.2817480000000003,4.161907,0.301,22,39 weeks,en,,11
0,TUFKTQ,hard-bulldozer-tractor,2025-01-25 19:02:30.741,205.0,2025-01-25 19:02:38.219,450,f,tractor,bulldozer,bulldozer,look_at,hard,2,3.210748,4.333515,0.23,22,39 weeks,en,,11
0,XMJ25D,easy-cheese-mud,2025-01-23 19:46:06.446,24.0,2025-01-23 19:46:13.717,690,m,mud,cheese,cheese,find,easy,2,3.1487480000000003,4.128068000000001,0.168,22,39 weeks,en,,11
0,UUQJAd,hard-turkey-goat-distractor,2025-01-24 13:28:25.285,162.0,2025-01-24 13:28:32.698,570,f,turkey,goat,goat,find,hard-distractor,2,3.167748,4.047907,0.187,22,38 weeks,en fr,,11
0,ZM4dG6,easy-squirrel-eagle-distractor,2025-01-29 16:27:41.659,143.0,2025-01-29 16:27:49.088,570,f,eagle,squirrel,eagle,find,easy-distractor,2,3.283748,4.2630680000000005,0.303,22,37 weeks,en yue,,11
0,YLPTX3,hard-turtle-frog-distractor,2025-01-29 17:37:24.192,277.0,2025-01-29 17:37:31.713,750,f,frog,turtle,frog,find,hard-distractor,2,3.127748,4.007907,0.147,22,37 weeks,en,,11
0,FHRCdd,easy-cheese-mud,2025-01-24 17:29:55.366,193.0,2025-01-24 17:30:02.814,540,m,mud,cheese,cheese,look_at,easy,2,3.146748,4.126068,0.166,22,39 weeks,en ur,,11
0,HKHYFS,hard-turtle-frog,2025-01-27 22:53:59.350,2.0,2025-01-27 22:54:06.752,690,f,turtle,frog,turtle,look_at,hard,2,3.231748,4.211068,0.251,22,39 weeks,en,,11
0,FHADJV,hard-cheese-butter,2025-01-29 17:21:50.277,9.0,2025-01-29 17:21:57.558,630,f,butter,cheese,cheese,find,hard,2,3.1487480000000003,4.128068000000001,0.168,22,40 or more weeks,en,,11
0,6THVBG,hard-cheese-butter-distractor,2025-01-12 15:19:52.380,192.0,2025-01-12 15:19:59.832,510,f,butter,cheese,butter,look_at,hard-distractor,2,3.2607480000000004,4.240068000000001,0.28,22,39 weeks,en,,11
0,NPV5EF,easy-bulldozer-orange,2025-01-23 18:02:08.387,5.0,2025-01-23 18:02:15.654,570,m,bulldozer,orange,bulldozer,where,easy,2,3.210748,4.333515,0.23,22,39 weeks,en hak cmn ru,,11
0,QGTESM,easy-turkey-swan,2025-01-25 17:26:53.396,10.0,2025-01-25 17:27:00.784,630,m,turkey,swan,turkey,find,easy,2,3.2257480000000003,4.205068000000001,0.245,22,39 weeks,en,,11
0,cZRGZV,easy-acorn-key,2025-01-27 01:05:36.737,156.0,2025-01-27 01:05:44.136,630,f,acorn,key,acorn,where,easy,2,3.1567480000000003,4.136068,0.176,22,39 weeks,en es,,11
0,CKRG26,easy-turtle-horse-distractor,2025-01-26 01:31:32.696,304.0,2025-01-26 01:31:40.420,630,f,turtle,horse,horse,see,easy-distractor,2,3.175748,4.055907,0.195,23,40 or more weeks,en,,12
0,GNXMNQ,easy-cheese-mud-distractor,2025-01-24 00:45:36.006,26.0,2025-01-24 00:45:43.280,660,m,cheese,mud,mud,see,easy-distractor,2,3.125748,4.0059070000000006,0.145,23,37 weeks,en te ur,,12
0,ZM4dG6,hard-cheese-butter,2025-01-29 16:27:50.308,156.0,2025-01-29 16:27:57.752,570,f,cheese,butter,cheese,see,hard,2,3.1487480000000003,4.128068000000001,0.168,23,37 weeks,en yue,,12
0,L7Y4Y6,easy-snail-cow-distractor,2025-01-27 13:47:09.940,362.0,2025-01-27 13:47:17.563,510,m,snail,cow,cow,where,easy-distractor,2,3.1607480000000003,4.040907000000001,0.18,23,40 or more weeks,en,,12
0,5QCS4M,hard-snail-worm-distractor,2025-01-25 20:50:02.459,164.0,2025-01-25 20:50:09.887,750,f,snail,worm,worm,look_at,hard-distractor,2,3.1197480000000004,3.9999070000000003,0.139,23,39 weeks,en ko,,12
0,QWGKVS,easy-bulldozer-orange,2025-01-24 16:55:48.909,45.0,2025-01-24 16:55:56.228,750,m,bulldozer,orange,bulldozer,look_at,easy,2,3.210748,4.333515,0.23,23,39 weeks,en,,12
0,YLPTX3,easy-turkey-swan-distractor,2025-01-29 17:37:32.531,272.0,2025-01-29 17:37:40.053,750,f,turkey,swan,swan,see,easy-distractor,2,3.110748,3.990907,0.13,23,37 weeks,en,,12
0,XMJ25D,hard-turkey-goat-distractor,2025-01-23 19:46:16.326,48.0,2025-01-23 19:46:23.617,690,m,goat,turkey,goat,where,hard-distractor,2,3.183748,4.063907,0.203,23,39 weeks,en,,12
0,NPV5EF,hard-turtle-frog-distractor,2025-01-23 18:02:18.010,6.0,2025-01-23 18:02:25.293,570,m,turtle,frog,frog,find,hard-distractor,2,3.127748,4.007907,0.147,23,39 weeks,en hak cmn ru,,12
0,UUQJAd,hard-bulldozer-tractor-distractor,2025-01-24 13:28:34.347,181.0,2025-01-24 13:28:41.808,570,f,tractor,bulldozer,tractor,look_at,hard-distractor,2,3.1727480000000003,4.152068,0.192,23,38 weeks,en fr,,12
0,YK3WN6,hard-potato-pot-distractor,2025-01-27 22:39:14.848,37.0,2025-01-27 22:39:22.151,720,m,potato,pot,pot,see,hard-distractor,2,3.238748,4.118907,0.258,23,39 weeks,en,,12
0,QEKHZQ,hard-bulldozer-tractor-distractor,2025-01-26 21:16:58.080,3.0,2025-01-26 21:17:05.344,480,f,bulldozer,tractor,tractor,see,hard-distractor,2,3.1647480000000003,4.144068000000001,0.184,23,40 or more weeks,en vi,,12
0,HEYJKC,hard-acorn-coconut-distractor,2025-01-27 14:02:27.566,96.0,2025-01-27 14:02:34.944,600,m,acorn,coconut,coconut,look_at,hard-distractor,2,3.271748,4.394515,0.291,23,39 weeks,en,,12
0,BFLJ23,easy-turtle-horse,2025-01-29 21:41:13.713,118.0,2025-01-29 21:41:21.107,450,f,horse,turtle,turtle,find,easy,2,3.2497480000000003,4.229068,0.269,23,40 or more weeks,en,,12
0,CLHZRF,hard-potato-pot,2025-01-28 15:14:41.229,174.0,2025-01-28 15:14:48.690,570,m,pot,potato,potato,find,hard,2,3.222748,4.345515000000001,0.242,23,37 weeks,en it,,12
0,VcKZT3,hard-snail-worm-distractor,2025-01-28 02:52:04.499,8.0,2025-01-28 02:52:11.776,690,f,worm,snail,worm,look_at,hard-distractor,2,3.1197480000000004,3.9999070000000003,0.139,23,39 weeks,en,,12
0,HKHYFS,easy-potato-glasses,2025-01-27 22:54:08.044,28.0,2025-01-27 22:54:15.475,690,f,glasses,potato,potato,find,easy,2,3.222748,4.345515000000001,0.242,23,39 weeks,en,,12
0,M63GEd,hard-turkey-goat,2025-01-25 18:07:24.357,3.0,2025-01-25 18:07:31.699,660,f,turkey,goat,turkey,find,hard,2,3.2257480000000003,4.205068000000001,0.245,23,38 weeks,en,,12
0,ACW6AZ,hard-potato-pot-distractor,2025-01-26 17:07:44.116,193.0,2025-01-26 17:07:51.587,630,f,pot,potato,pot,find,hard-distractor,2,3.238748,4.118907,0.258,23,39 weeks,en egy,,12
0,cZRGZV,hard-turkey-goat,2025-01-27 01:05:45.406,156.0,2025-01-27 01:05:52.816,630,f,turkey,goat,turkey,see,hard,2,3.2257480000000003,4.205068000000001,0.245,23,39 weeks,en es,,12
0,UQBHFH,easy-turtle-horse,2025-01-24 14:12:00.354,49.0,2025-01-24 14:12:07.678,510,f,horse,turtle,turtle,see,easy,2,3.2497480000000003,4.229068,0.269,23,40 or more weeks,en fr es,,12
0,TUFKTQ,hard-squirrel-monkey,2025-01-25 19:02:40.099,284.0,2025-01-25 19:02:47.649,450,f,squirrel,monkey,squirrel,where,hard,2,3.090748,4.070068,0.11,23,39 weeks,en,,12
0,QGVDBW,easy-squirrel-eagle-distractor,2025-01-27 14:57:26.707,492.0,2025-01-27 14:57:34.448,480,m,squirrel,eagle,eagle,look_at,easy-distractor,2,3.303748,4.283068,0.323,23,40 or more weeks,en ru,,12
0,MGVZH3,hard-acorn-coconut-distractor,2025-01-29 20:02:58.017,315.0,2025-01-29 20:03:05.601,720,f,acorn,coconut,coconut,see,hard-distractor,2,3.258748,4.381515,0.278,23,40 or more weeks,en fr cmn,,12
0,FHRCdd,hard-snail-worm,2025-01-24 17:30:08.802,39.0,2025-01-24 17:30:16.085,540,m,snail,worm,snail,where,hard,2,3.1367480000000003,4.016907000000001,0.156,23,39 weeks,en ur,,12
0,R6N65Q,easy-squirrel-eagle-distractor,2025-01-27 23:51:46.541,85.0,2025-01-27 23:51:53.882,540,m,squirrel,eagle,eagle,see,easy-distractor,2,3.283748,4.2630680000000005,0.303,23,40 or more weeks,en,,12
0,QGTESM,easy-bulldozer-orange-distractor,2025-01-25 17:27:02.740,16.0,2025-01-25 17:27:10.165,630,m,orange,bulldozer,orange,where,easy-distractor,2,3.175748,4.155068,0.195,23,39 weeks,en,,12
0,d4HUR3,hard-cheese-butter-distractor,2025-01-24 02:49:10.765,316.0,2025-01-24 02:49:18.347,480,f,cheese,butter,butter,find,hard-distractor,2,3.234748,4.214068,0.254,23,39 weeks,en,,12
