image_similarity,text1,epoch,text2,text_similarity,multimodal_similarity
0.5861889,butterfly,8,duck,0.6974892,0.28667033
0.60802335,chicken,8,duck,0.8132363,0.32851595
0.59187496,walrus,8,lizard,0.5347112,0.20707715
0.8215197,snake,8,lizard,0.8787322,0.48455876
0.5919986,airplane,8,truck,0.780775,0.34293008
0.44058737,car,8,truck,0.86194015,0.52385193
0.6752628,turkey,10,swan,0.71854335,0.37925768
0.55500364,turtle,10,horse,0.7195977,0.18981034
0.53555715,cheese,10,mud,0.63088953,0.38304293
0.6033221,squirrel,10,eagle,0.7254065,0.27610952
0.54087853,potato,10,glasses,0.5921036,0.25352824
0.5277843,bulldozer,10,orange,0.6391429,0.25267237
0.57216525,snail,10,cow,0.6341385,0.111798406
0.45462745,acorn,10,key,0.6621668,0.24546611
0.6231125,turkey,10,goat,0.69825995,0.31532454
0.7128556,turtle,10,frog,0.81144935,0.46668178
0.79484683,cheese,10,butter,0.7947198,0.50950116
0.6846657,squirrel,10,monkey,0.7913124,0.3624556
0.47452214,potato,10,pot,0.6970102,0.14701271
0.6693724,bulldozer,10,tractor,0.8369999,0.3487451
0.67975473,snail,10,worm,0.78891945,0.3994285
0.69485295,acorn,10,coconut,0.76215076,0.41616547
0.44546252,balloon,10,dresser,0.63357794,0.19305563
0.6554405,balloon,10,kite,0.76200765,0.44635624
0.55577636,bathtub,10,sock,0.6254585,0.14118516
0.73088366,bathtub,10,shower,0.79936355,0.38081408
0.53928596,camel,10,ladybug,0.5344022,0.081116915
0.70447403,camel,10,elephant,0.79317683,0.39725423
0.6023853,cloud,10,zipper,0.5739074,0.29690558
0.7567647,cloud,10,tree,0.7320429,0.3997193
0.5347869,crow,10,seahorse,0.5618097,0.20490813
0.6567186,crow,10,penguin,0.76942027,0.35059327
0.5824406,duck,10,butterfly,0.728786,0.2777143
0.62078625,duck,10,chicken,0.8293665,0.36497223
0.59927976,lizard,10,walrus,0.49914446,0.24624187
0.7759676,lizard,10,snake,0.8384843,0.39589536
0.58957213,truck,10,airplane,0.7889467,0.39996308
0.4630055,truck,10,car,0.8612457,0.26054293
0.6752628,swan,10,turkey,0.71854335,0.36215013
0.55500364,horse,10,turtle,0.7195977,0.26682448
0.53555715,mud,10,cheese,0.63088953,0.21567047
0.6033221,eagle,10,squirrel,0.7254065,0.2448672
0.54087853,glasses,10,potato,0.5921036,0.25613624
0.5277843,orange,10,bulldozer,0.6391429,0.2511443
0.57216525,cow,10,snail,0.6341385,0.26261157
0.45462745,key,10,acorn,0.6621668,0.38362563
0.6231125,goat,10,turkey,0.69825995,0.33076966
0.7128556,frog,10,turtle,0.81144935,0.29913324
0.79484683,butter,10,cheese,0.7947198,0.38678747
0.6846657,monkey,10,squirrel,0.7913124,0.3942063
0.47452214,pot,10,potato,0.6970102,0.4805227
0.6693724,tractor,10,bulldozer,0.8369999,0.445574
0.67975473,worm,10,snail,0.78891945,0.4174279
0.69485295,coconut,10,acorn,0.76215076,0.42856663
0.44546252,dresser,10,balloon,0.63357794,0.23688865
0.6554405,kite,10,balloon,0.76200765,0.35240877
0.55577636,sock,10,bathtub,0.6254585,0.35467857
0.73088366,shower,10,bathtub,0.79936355,0.45143342
0.53928596,ladybug,10,camel,0.5344022,0.14213347
0.70447403,elephant,10,camel,0.79317683,0.36617982
0.6023853,zipper,10,cloud,0.5739074,0.18487668
0.7567647,tree,10,cloud,0.7320429,0.30859208
0.5347869,seahorse,10,crow,0.5618097,0.103666484
0.6567186,penguin,10,crow,0.76942027,0.31998503
0.5824406,butterfly,10,duck,0.728786,0.34592336
0.62078625,chicken,10,duck,0.8293665,0.3768205
0.59927976,walrus,10,lizard,0.49914446,0.1451971
0.7759676,snake,10,lizard,0.8384843,0.45776403
0.58957213,airplane,10,truck,0.7889467,0.29081756
0.4630055,car,10,truck,0.8612457,0.45961487
0.6458338,turkey,11,swan,0.7440865,0.3660167
0.56245124,turtle,11,horse,0.73483586,0.18952662
0.52024895,cheese,11,mud,0.63373756,0.37083656
0.574155,squirrel,11,eagle,0.7293689,0.19762945
0.5398998,potato,11,glasses,0.6178195,0.24292701
0.5315586,bulldozer,11,orange,0.6472354,0.27542126
0.5946417,snail,11,cow,0.6705025,0.16036451
0.46138766,acorn,11,key,0.6499997,0.28490788
0.63017315,turkey,11,goat,0.7037435,0.29942662
0.6648327,turtle,11,frog,0.8444408,0.43052977
0.7994148,cheese,11,butter,0.8239491,0.513992
0.672136,squirrel,11,monkey,0.7998744,0.34094292
0.5387599,potato,11,pot,0.6893636,0.21211278
0.66291314,bulldozer,11,tractor,0.8218358,0.34190524
0.6859383,snail,11,worm,0.7895897,0.37300158
0.72264516,acorn,11,coconut,0.7606625,0.3993556
0.46161357,balloon,11,dresser,0.66685486,0.2959298
0.62799454,balloon,11,kite,0.77018523,0.44476533
0.5588455,bathtub,11,sock,0.6475539,0.19987065
0.7525122,bathtub,11,shower,0.80866617,0.3748449
0.5703793,camel,11,ladybug,0.6230197,0.15236074
0.70334584,camel,11,elephant,0.8316569,0.39037436
0.5707835,cloud,11,zipper,0.5940667,0.3379336
0.7587043,cloud,11,tree,0.72408354,0.41395456
0.5525351,crow,11,seahorse,0.63422453,0.26093495
0.69175804,crow,11,penguin,0.78967,0.3593195
0.5715454,duck,11,butterfly,0.72690946,0.24416643
0.61951154,duck,11,chicken,0.8325269,0.37594593
0.5880089,lizard,11,walrus,0.57639176,0.25591546
0.7894524,lizard,11,snake,0.8658543,0.40286112
0.60629654,truck,11,airplane,0.7941684,0.37687266
0.46113998,truck,11,car,0.86295384,0.2510304
0.6458338,swan,11,turkey,0.7440865,0.3506232
0.56245124,horse,11,turtle,0.73483586,0.26962537
0.52024895,mud,11,cheese,0.63373756,0.23116708
0.574155,eagle,11,squirrel,0.7293689,0.25660175
0.5398998,glasses,11,potato,0.6178195,0.2807517
0.5315586,orange,11,bulldozer,0.6472354,0.313551
0.5946417,cow,11,snail,0.6705025,0.26705366
0.46138766,key,11,acorn,0.6499997,0.33262134
0.63017315,goat,11,turkey,0.7037435,0.3291623
0.6648327,frog,11,turtle,0.8444408,0.37941027
0.7994148,butter,11,cheese,0.8239491,0.39919317
0.672136,monkey,11,squirrel,0.7998744,0.39210874
0.5387599,pot,11,potato,0.6893636,0.4457546
0.66291314,tractor,11,bulldozer,0.8218358,0.44030887
0.6859383,worm,11,snail,0.7895897,0.43424493
0.72264516,coconut,11,acorn,0.7606625,0.42880893
0.46161357,dresser,11,balloon,0.66685486,0.26152432
0.62799454,kite,11,balloon,0.77018523,0.33340406
0.5588455,sock,11,bathtub,0.6475539,0.36375338
0.7525122,shower,11,bathtub,0.80866617,0.4335177
0.5703793,ladybug,11,camel,0.6230197,0.23994642
0.70334584,elephant,11,camel,0.8316569,0.3674357
0.5707835,zipper,11,cloud,0.5940667,0.19416231
0.7587043,tree,11,cloud,0.72408354,0.30523932
0.5525351,seahorse,11,crow,0.63422453,0.19889277
0.69175804,penguin,11,crow,0.78967,0.3380543
0.5715454,butterfly,11,duck,0.72690946,0.31845218
0.61951154,chicken,11,duck,0.8325269,0.33687377
0.5880089,walrus,11,lizard,0.57639176,0.16169184
0.7894524,snake,11,lizard,0.8658543,0.4741252
0.60629654,airplane,11,truck,0.7941684,0.3226875
0.46113998,car,11,truck,0.86295384,0.48259193
0.6870092,turkey,13,swan,0.7354852,0.3664238
0.57479435,turtle,13,horse,0.7658653,0.22868067
0.4985887,cheese,13,mud,0.61824536,0.38121986
0.59884083,squirrel,13,eagle,0.68663496,0.21958405
0.5433524,potato,13,glasses,0.6489894,0.23073757
0.55669,bulldozer,13,orange,0.6626682,0.28116864
0.5755148,snail,13,cow,0.6689437,0.1379615
0.50113,acorn,13,key,0.6707358,0.29327226
0.65715003,turkey,13,goat,0.70269877,0.3287139
0.72661114,turtle,13,frog,0.84609026,0.4398656
0.7950118,cheese,13,butter,0.8308212,0.46229994
0.6676155,squirrel,13,monkey,0.7909701,0.32752675
0.53851783,potato,13,pot,0.6898901,0.18133736
0.65189666,bulldozer,13,tractor,0.8324692,0.36200988
0.70050734,snail,13,worm,0.82307094,0.3689388
0.6814183,acorn,13,coconut,0.7456581,0.4121098
0.49770856,balloon,13,dresser,0.6485043,0.27095485
0.6990846,balloon,13,kite,0.74274087,0.44361228
0.55876684,bathtub,13,sock,0.6278576,0.19453329
0.71870536,bathtub,13,shower,0.79244834,0.38630623
0.53998715,camel,13,ladybug,0.61387306,0.15715688
0.6499271,camel,13,elephant,0.8172988,0.37448382
0.57891226,cloud,13,zipper,0.5635521,0.3441645
0.7589853,cloud,13,tree,0.7484604,0.3880512
0.5465852,crow,13,seahorse,0.6067706,0.21652687
0.6825608,crow,13,penguin,0.78080744,0.34991187
0.55958766,duck,13,butterfly,0.72173744,0.22526288
0.5902225,duck,13,chicken,0.83855903,0.36690217
0.5294353,lizard,13,walrus,0.60484535,0.26294374
0.757722,lizard,13,snake,0.86668324,0.42713195
0.60736597,truck,13,airplane,0.78031844,0.34545314
0.48314798,truck,13,car,0.8696105,0.3161962
0.6870092,swan,13,turkey,0.7354852,0.32514858
0.57479435,horse,13,turtle,0.7658653,0.29342812
0.4985887,mud,13,cheese,0.61824536,0.30865973
0.59884083,eagle,13,squirrel,0.68663496,0.17818654
0.5433524,glasses,13,potato,0.6489894,0.30187595
0.55669,orange,13,bulldozer,0.6626682,0.2818724
0.5755148,cow,13,snail,0.6689437,0.26109248
0.50113,key,13,acorn,0.6707358,0.37661052
0.65715003,goat,13,turkey,0.70269877,0.29730433
0.72661114,frog,13,turtle,0.84609026,0.38023955
0.7950118,butter,13,cheese,0.8308212,0.43100315
0.6676155,monkey,13,squirrel,0.7909701,0.39238238
0.53851783,pot,13,potato,0.6898901,0.44883072
0.65189666,tractor,13,bulldozer,0.8324692,0.43335944
0.70050734,worm,13,snail,0.82307094,0.46319777
0.6814183,coconut,13,acorn,0.7456581,0.4269508
0.49770856,dresser,13,balloon,0.6485043,0.2827034
0.6990846,kite,13,balloon,0.74274087,0.34268028
0.55876684,sock,13,bathtub,0.6278576,0.34546167
0.71870536,shower,13,bathtub,0.79244834,0.4534266
0.53998715,ladybug,13,camel,0.61387306,0.15151829
0.6499271,elephant,13,camel,0.8172988,0.37473524
0.57891226,zipper,13,cloud,0.5635521,0.20483679
0.7589853,tree,13,cloud,0.7484604,0.28899318
0.5465852,seahorse,13,crow,0.6067706,0.21329606
0.6825608,penguin,13,crow,0.78080744,0.33698303
0.55958766,butterfly,13,duck,0.72173744,0.31225657
0.5902225,chicken,13,duck,0.83855903,0.356816
0.5294353,walrus,13,lizard,0.60484535,0.20464313
0.757722,snake,13,lizard,0.86668324,0.43409055
0.60736597,airplane,13,truck,0.78031844,0.35010886
0.48314798,car,13,truck,0.8696105,0.45001
0.6795286,turkey,15,swan,0.7284362,0.36642802
0.6233639,turtle,15,horse,0.7564132,0.28254724
0.56481874,cheese,15,mud,0.6883854,0.43847656
0.6422845,squirrel,15,eagle,0.7092111,0.26794875
0.5254741,potato,15,glasses,0.59640145,0.28731322
0.5288693,bulldozer,15,orange,0.63424414,0.25679624
0.62686735,snail,15,cow,0.6918818,0.20455003
0.5092571,acorn,15,key,0.67329025,0.2957381
0.64049065,turkey,15,goat,0.71504754,0.32006478
0.7205542,turtle,15,frog,0.86134964,0.45661044
0.74592656,cheese,15,butter,0.86536866,0.5188954
0.69728214,squirrel,15,monkey,0.7796869,0.35601944
0.58006465,potato,15,pot,0.6942577,0.3049444
0.6634935,bulldozer,15,tractor,0.82643074,0.3262996
0.70004463,snail,15,worm,0.8018317,0.37169415
0.6917906,acorn,15,coconut,0.7578395,0.4121871
0.51951283,balloon,15,dresser,0.6421803,0.25941265
0.70518255,balloon,15,kite,0.7613427,0.4414029
0.57749045,bathtub,15,sock,0.6668433,0.19098127
0.7943693,bathtub,15,shower,0.8312078,0.38543856
0.55721474,camel,15,ladybug,0.65736926,0.18560112
0.69886404,camel,15,elephant,0.8247009,0.40225273
0.60239387,cloud,15,zipper,0.58156335,0.33470005
0.7526387,cloud,15,tree,0.7293404,0.41219324
0.5691449,crow,15,seahorse,0.57336986,0.24374366
0.7043262,crow,15,penguin,0.7730328,0.34251952
0.5636043,duck,15,butterfly,0.72671676,0.27648473
0.6231524,duck,15,chicken,0.8200499,0.39964586
0.5686213,lizard,15,walrus,0.5778997,0.2662052
0.79118377,lizard,15,snake,0.8705309,0.42869842
0.6187245,truck,15,airplane,0.7937685,0.4026873
0.49466813,truck,15,car,0.8703804,0.27776688
0.6795286,swan,15,turkey,0.7284362,0.34918427
0.6233639,horse,15,turtle,0.7564132,0.2996993
0.56481874,mud,15,cheese,0.6883854,0.28177947
0.6422845,eagle,15,squirrel,0.7092111,0.2722698
0.5254741,glasses,15,potato,0.59640145,0.20448214
0.5288693,orange,15,bulldozer,0.63424414,0.27900147
0.62686735,cow,15,snail,0.6918818,0.23994553
0.5092571,key,15,acorn,0.67329025,0.37571543
0.64049065,goat,15,turkey,0.71504754,0.3139115
0.7205542,frog,15,turtle,0.86134964,0.38154775
0.74592656,butter,15,cheese,0.86536866,0.37407148
0.69728214,monkey,15,squirrel,0.7796869,0.378384
0.58006465,pot,15,potato,0.6942577,0.41142577
0.6634935,tractor,15,bulldozer,0.82643074,0.44995278
0.70004463,worm,15,snail,0.8018317,0.4287873
0.6917906,coconut,15,acorn,0.7578395,0.42811924
0.51951283,dresser,15,balloon,0.6421803,0.3033533
0.70518255,kite,15,balloon,0.7613427,0.3476457
0.57749045,sock,15,bathtub,0.6668433,0.36323512
0.7943693,shower,15,bathtub,0.8312078,0.49334925
0.55721474,ladybug,15,camel,0.65736926,0.25339478
0.69886404,elephant,15,camel,0.8247009,0.36471295
0.60239387,zipper,15,cloud,0.58156335,0.19081396
0.7526387,tree,15,cloud,0.7293404,0.28901404
0.5691449,seahorse,15,crow,0.57336986,0.20872402
0.7043262,penguin,15,crow,0.7730328,0.36537725
0.5636043,butterfly,15,duck,0.72671676,0.31789958
0.6231524,chicken,15,duck,0.8200499,0.34298587
0.5686213,walrus,15,lizard,0.5778997,0.16814244
0.79118377,snake,15,lizard,0.8705309,0.45862204
0.6187245,airplane,15,truck,0.7937685,0.3174278
0.49466813,car,15,truck,0.8703804,0.48209554
0.6557468,turkey,17,swan,0.7920341,0.36979383
0.60395867,turtle,17,horse,0.7806591,0.23383605
0.51831824,cheese,17,mud,0.6598548,0.36623198
0.6363626,squirrel,17,eagle,0.74706405,0.21185708
0.57677835,potato,17,glasses,0.6380154,0.27814758
0.5587105,bulldozer,17,orange,0.6852656,0.2606051
0.6175095,snail,17,cow,0.7288791,0.18828773
0.51918995,acorn,17,key,0.7131339,0.2761147
0.66291845,turkey,17,goat,0.7453734,0.3253075
0.7151502,turtle,17,frog,0.8494452,0.4417715
0.7623235,cheese,17,butter,0.84531605,0.50537395
0.6973728,squirrel,17,monkey,0.79872674,0.31815213
0.564555,potato,17,pot,0.71847993,0.27132475
0.6523758,bulldozer,17,tractor,0.8529208,0.32450706
0.6560507,snail,17,worm,0.8215618,0.33730102
0.69574845,acorn,17,coconut,0.77016616,0.37565672
0.48633286,balloon,17,dresser,0.6793973,0.25396585
0.6781931,balloon,17,kite,0.7870457,0.42037135
0.56834733,bathtub,17,sock,0.6521692,0.17819381
0.76572776,bathtub,17,shower,0.8037417,0.3785147
0.55398023,camel,17,ladybug,0.65402997,0.18191868
0.7183998,camel,17,elephant,0.83578056,0.3889361
0.59399354,cloud,17,zipper,0.5976851,0.3128708
0.7759899,cloud,17,tree,0.7669911,0.38254243
0.57955086,crow,17,seahorse,0.5614062,0.21753627
0.6985138,crow,17,penguin,0.7968067,0.33710718
0.55976284,duck,17,butterfly,0.7495738,0.31344092
0.58950645,duck,17,chicken,0.8544575,0.4242502
0.6050171,lizard,17,walrus,0.62164885,0.30079788
0.830676,lizard,17,snake,0.8554141,0.41934168
0.58969975,truck,17,airplane,0.80008185,0.35112435
0.487731,truck,17,car,0.86907136,0.27342469
0.6557468,swan,17,turkey,0.7920341,0.34674978
0.60395867,horse,17,turtle,0.7806591,0.30940896
0.51831824,mud,17,cheese,0.6598548,0.22356099
0.6363626,eagle,17,squirrel,0.74706405,0.31521177
0.57677835,glasses,17,potato,0.6380154,0.28350908
0.5587105,orange,17,bulldozer,0.6852656,0.29526776
0.6175095,cow,17,snail,0.7288791,0.26843685
0.51918995,key,17,acorn,0.7131339,0.42001218
0.66291845,goat,17,turkey,0.7453734,0.32427877
0.7151502,frog,17,turtle,0.8494452,0.381576
0.7623235,butter,17,cheese,0.84531605,0.389803
0.6973728,monkey,17,squirrel,0.79872674,0.41348517
0.564555,pot,17,potato,0.71847993,0.40648234
0.6523758,tractor,17,bulldozer,0.8529208,0.47116345
0.6560507,worm,17,snail,0.8215618,0.47022384
0.69574845,coconut,17,acorn,0.77016616,0.44894242
0.48633286,dresser,17,balloon,0.6793973,0.33013994
0.6781931,kite,17,balloon,0.7870457,0.36739862
0.56834733,sock,17,bathtub,0.6521692,0.36224312
0.76572776,shower,17,bathtub,0.8037417,0.4806819
0.55398023,ladybug,17,camel,0.65402997,0.1385315
0.7183998,elephant,17,camel,0.83578056,0.38693154
0.59399354,zipper,17,cloud,0.5976851,0.19908422
0.7759899,tree,17,cloud,0.7669911,0.34143215
0.57955086,seahorse,17,crow,0.5614062,0.08855575
0.6985138,penguin,17,crow,0.7968067,0.36772907
0.55976284,butterfly,17,duck,0.7495738,0.3140077
0.58950645,chicken,17,duck,0.8544575,0.31161016
0.6050171,walrus,17,lizard,0.62164885,0.24426425
0.830676,snake,17,lizard,0.8554141,0.45755166
0.58969975,airplane,17,truck,0.80008185,0.30747998
0.487731,car,17,truck,0.86907136,0.45529884
0.6848158,turkey,20,swan,0.7615939,0.364905
0.6054313,turtle,20,horse,0.75011265,0.20529884
0.5219309,cheese,20,mud,0.6660655,0.42897487
0.64921856,squirrel,20,eagle,0.74952435,0.27162582
0.5703807,potato,20,glasses,0.65258425,0.2704562
0.55685925,bulldozer,20,orange,0.64178914,0.25567865
0.60881275,snail,20,cow,0.71788514,0.19224584
0.51254207,acorn,20,key,0.6995276,0.25417387
0.6320643,turkey,20,goat,0.7515512,0.32632172
0.6991902,turtle,20,frog,0.8565476,0.46944845
0.72674227,cheese,20,butter,0.8125833,0.49173385
0.7213447,squirrel,20,monkey,0.81212246,0.3294776
0.56153774,potato,20,pot,0.74040276,0.25815892
0.67546093,bulldozer,20,tractor,0.832316,0.315525
0.68077826,snail,20,worm,0.8126056,0.3201568
0.6981772,acorn,20,coconut,0.7499235,0.3888417
0.50059354,balloon,20,dresser,0.6847157,0.3186314
0.6852124,balloon,20,kite,0.78178585,0.45225656
0.5423507,bathtub,20,sock,0.619687,0.16250926
0.7323978,bathtub,20,shower,0.79753727,0.3452735
0.5604722,camel,20,ladybug,0.6628683,0.24323559
0.71233946,camel,20,elephant,0.8171915,0.40071863
0.6033623,cloud,20,zipper,0.6376757,0.32407093
0.7735559,cloud,20,tree,0.7621131,0.39443815
0.5632327,crow,20,seahorse,0.615576,0.24863696
0.6834793,crow,20,penguin,0.81997025,0.36237657
0.58139384,duck,20,butterfly,0.71445453,0.27650505
0.6466399,duck,20,chicken,0.8227765,0.3989032
0.61583483,lizard,20,walrus,0.6326761,0.29386228
0.7838803,lizard,20,snake,0.8576681,0.4280805
0.6094071,truck,20,airplane,0.801181,0.38967067
0.46127513,truck,20,car,0.8769041,0.34518868
0.6848158,swan,20,turkey,0.7615939,0.35264724
0.6054313,horse,20,turtle,0.75011265,0.33757138
0.5219309,mud,20,cheese,0.6660655,0.20739031
0.64921856,eagle,20,squirrel,0.74952435,0.3113172
0.5703807,glasses,20,potato,0.65258425,0.2787797
0.55685925,orange,20,bulldozer,0.64178914,0.23828244
0.60881275,cow,20,snail,0.71788514,0.29238385
0.51254207,key,20,acorn,0.6995276,0.38731378
0.6320643,goat,20,turkey,0.7515512,0.31693304
0.6991902,frog,20,turtle,0.8565476,0.37197983
0.72674227,butter,20,cheese,0.8125833,0.3419749
0.7213447,monkey,20,squirrel,0.81212246,0.4376973
0.56153774,pot,20,potato,0.74040276,0.42931598
0.67546093,tractor,20,bulldozer,0.832316,0.45882863
0.68077826,worm,20,snail,0.8126056,0.46987724
0.6981772,coconut,20,acorn,0.7499235,0.42941326
0.50059354,dresser,20,balloon,0.6847157,0.2789837
0.6852124,kite,20,balloon,0.78178585,0.35537058
0.5423507,sock,20,bathtub,0.619687,0.3841387
0.7323978,shower,20,bathtub,0.79753727,0.5004403
0.5604722,ladybug,20,camel,0.6628683,0.21268058
0.71233946,elephant,20,camel,0.8171915,0.3635239
0.6033623,zipper,20,cloud,0.6376757,0.25077748
0.7735559,tree,20,cloud,0.7621131,0.33455658
0.5632327,seahorse,20,crow,0.615576,0.16728127
0.6834793,penguin,20,crow,0.81997025,0.39810967
0.58139384,butterfly,20,duck,0.71445453,0.3214183
0.6466399,chicken,20,duck,0.8227765,0.33012277
0.61583483,walrus,20,lizard,0.6326761,0.26604313
0.7838803,snake,20,lizard,0.8576681,0.43397033
0.6094071,airplane,20,truck,0.801181,0.33885068
0.46127513,car,20,truck,0.8769041,0.40900338
0.672254,turkey,23,swan,0.78993505,0.3436435
0.56318057,turtle,23,horse,0.79239225,0.266281
0.50147927,cheese,23,mud,0.72352093,0.35614777
0.65170985,squirrel,23,eagle,0.7730459,0.3084852
0.6054464,potato,23,glasses,0.6864935,0.33434522
0.5561128,bulldozer,23,orange,0.6908115,0.26179677
0.6324951,snail,23,cow,0.7299378,0.22757757
0.53455424,acorn,23,key,0.717304,0.26266485
0.6295054,turkey,23,goat,0.7674655,0.3233651
0.7010325,turtle,23,frog,0.8774034,0.45404786
0.7911913,cheese,23,butter,0.88429576,0.4874183
0.70661914,squirrel,23,monkey,0.8354512,0.36384332
0.56085813,potato,23,pot,0.7736284,0.30656314
0.69313836,bulldozer,23,tractor,0.8516247,0.31531048
0.6699573,snail,23,worm,0.81239676,0.31286788
0.6929582,acorn,23,coconut,0.7621372,0.36338192
0.47051847,balloon,23,dresser,0.68527395,0.28023195
0.64392126,balloon,23,kite,0.8033122,0.40912127
0.52247953,bathtub,23,sock,0.6746855,0.1406157
0.7432026,bathtub,23,shower,0.8040366,0.4067155
0.5904564,camel,23,ladybug,0.67194766,0.22708893
0.71295124,camel,23,elephant,0.80901396,0.39951587
0.58823574,cloud,23,zipper,0.7068073,0.29750973
0.7703443,cloud,23,tree,0.7876931,0.4213323
0.56725013,crow,23,seahorse,0.60854095,0.14549094
0.6719604,crow,23,penguin,0.7876677,0.28029615
0.5777015,duck,23,butterfly,0.7624172,0.31648433
0.62452734,duck,23,chicken,0.8463386,0.39023024
0.5762022,lizard,23,walrus,0.63804567,0.30633396
0.78071815,lizard,23,snake,0.88789815,0.41688615
0.6065738,truck,23,airplane,0.8334017,0.4217158
0.47102296,truck,23,car,0.912,0.3372414
0.672254,swan,23,turkey,0.78993505,0.35079026
0.56318057,horse,23,turtle,0.79239225,0.32980418
0.50147927,mud,23,cheese,0.72352093,0.2497114
0.65170985,eagle,23,squirrel,0.7730459,0.29574376
0.6054464,glasses,23,potato,0.6864935,0.30089903
0.5561128,orange,23,bulldozer,0.6908115,0.3086108
0.6324951,cow,23,snail,0.7299378,0.30377084
0.53455424,key,23,acorn,0.717304,0.41392154
0.6295054,goat,23,turkey,0.7674655,0.33474624
0.7010325,frog,23,turtle,0.8774034,0.39394182
0.7911913,butter,23,cheese,0.88429576,0.4296664
0.70661914,monkey,23,squirrel,0.8354512,0.39984518
0.56085813,pot,23,potato,0.7736284,0.38834262
0.69313836,tractor,23,bulldozer,0.8516247,0.4602341
0.6699573,worm,23,snail,0.81239676,0.46739042
0.6929582,coconut,23,acorn,0.7621372,0.4414339
0.47051847,dresser,23,balloon,0.68527395,0.2777953
0.64392126,kite,23,balloon,0.8033122,0.36726516
0.52247953,sock,23,bathtub,0.6746855,0.37774128
0.7432026,shower,23,bathtub,0.8040366,0.4417205
0.5904564,ladybug,23,camel,0.67194766,0.23742008
0.71295124,elephant,23,camel,0.80901396,0.36951375
0.58823574,zipper,23,cloud,0.7068073,0.25667763
0.7703443,tree,23,cloud,0.7876931,0.32290322
0.56725013,seahorse,23,crow,0.60854095,0.22486794
0.6719604,penguin,23,crow,0.7876677,0.3694272
0.5777015,butterfly,23,duck,0.7624172,0.30711502
0.62452734,chicken,23,duck,0.8463386,0.34042794
0.5762022,walrus,23,lizard,0.63804567,0.21877223
0.78071815,snake,23,lizard,0.88789815,0.47084183
0.6065738,airplane,23,truck,0.8334017,0.3072309
0.47102296,car,23,truck,0.912,0.48507118
0.6211809,turkey,26,swan,0.7726652,0.34592092
0.57006526,turtle,26,horse,0.7661761,0.21709055
0.53887963,cheese,26,mud,0.6874439,0.35545087
0.6498256,squirrel,26,eagle,0.7381676,0.21744156
0.59432155,potato,26,glasses,0.6613984,0.28756922
0.5699017,bulldozer,26,orange,0.688969,0.2646464
0.612614,snail,26,cow,0.7101592,0.24070513
0.52997136,acorn,26,key,0.6848873,0.21927899
0.60579926,turkey,26,goat,0.7352486,0.30282354
0.64003605,turtle,26,frog,0.87395483,0.4277928
0.8000083,cheese,26,butter,0.8358345,0.5038092
0.71697444,squirrel,26,monkey,0.7836817,0.35204577
0.60243326,potato,26,pot,0.7250173,0.24267668
0.67865604,bulldozer,26,tractor,0.85501385,0.30350858
0.6689201,snail,26,worm,0.8252247,0.34650677
0.72460514,acorn,26,coconut,0.77427363,0.3740523
0.5076396,balloon,26,dresser,0.67423517,0.22719854
0.67396307,balloon,26,kite,0.8300983,0.4218796
0.5343724,bathtub,26,sock,0.6713797,0.16448337
0.75659025,bathtub,26,shower,0.79951096,0.37462002
0.60984373,camel,26,ladybug,0.6830487,0.28833634
0.7224957,camel,26,elephant,0.8254564,0.39441437
0.6427954,cloud,26,zipper,0.68537176,0.33436418
0.7607794,cloud,26,tree,0.77279454,0.3951652
0.5763455,crow,26,seahorse,0.5967886,0.25528735
0.6931326,crow,26,penguin,0.79952866,0.36101246
0.6010286,duck,26,butterfly,0.7473746,0.27342957
0.6293187,duck,26,chicken,0.8667987,0.40585476
0.5884372,lizard,26,walrus,0.58821636,0.30349535
0.79797435,lizard,26,snake,0.8576601,0.42299747
0.62685716,truck,26,airplane,0.7977179,0.36091977
0.49347183,truck,26,car,0.85056853,0.22473145
0.6211809,swan,26,turkey,0.7726652,0.35090405
0.57006526,horse,26,turtle,0.7661761,0.3112042
0.53887963,mud,26,cheese,0.6874439,0.27380228
0.6498256,eagle,26,squirrel,0.7381676,0.30502003
0.59432155,glasses,26,potato,0.6613984,0.27807635
0.5699017,orange,26,bulldozer,0.688969,0.2915197
0.612614,cow,26,snail,0.7101592,0.2808658
0.52997136,key,26,acorn,0.6848873,0.3967924
0.60579926,goat,26,turkey,0.7352486,0.31193626
0.64003605,frog,26,turtle,0.87395483,0.34911346
0.8000083,butter,26,cheese,0.8358345,0.42204386
0.71697444,monkey,26,squirrel,0.7836817,0.4343248
0.60243326,pot,26,potato,0.7250173,0.4610759
0.67865604,tractor,26,bulldozer,0.85501385,0.48010135
0.6689201,worm,26,snail,0.8252247,0.46505904
0.72460514,coconut,26,acorn,0.77427363,0.44310123
0.5076396,dresser,26,balloon,0.67423517,0.322905
0.67396307,kite,26,balloon,0.8300983,0.38664937
0.5343724,sock,26,bathtub,0.6713797,0.36485845
0.75659025,shower,26,bathtub,0.79951096,0.45261145
0.60984373,ladybug,26,camel,0.6830487,0.23533952
0.7224957,elephant,26,camel,0.8254564,0.38653874
0.6427954,zipper,26,cloud,0.68537176,0.32983208
0.7607794,tree,26,cloud,0.77279454,0.3293674
0.5763455,seahorse,26,crow,0.5967886,0.106056154
0.6931326,penguin,26,crow,0.79952866,0.32135034
